Name,Count_-2_pre,Count_-6_pre,Count_-2_2,Count_-6_2,Count_-2_4,Count_-6_4,Count_-2_6,Count_-6_6,Count_-2_8,Count_-6_8,Count_-2_10,Count_-6_10,Mean_-2_pre,Mean_-6_pre,Mean_-2_2,Mean_-6_2,Mean_-2_4,Mean_-6_4,Mean_-2_6,Mean_-6_6,Mean_-2_8,Mean_-6_8,Mean_-2_10,Mean_-6_10,P_value_A_-2_pre_vs_-6_pre,P_value_A_-2_2_vs_-6_2,P_value_A_-2_4_vs_-6_4,P_value_A_-2_6_vs_-6_6,P_value_A_-2_8_vs_-6_8,P_value_A_-2_10_vs_-6_10,Flag_A_-2_pre_vs_-6_pre,Flag_A_-2_2_vs_-6_2,Flag_A_-2_4_vs_-6_4,Flag_A_-2_6_vs_-6_6,Flag_A_-2_8_vs_-6_8,Flag_A_-2_10_vs_-6_10
Unknown 124,3,3,3,3,2,3,3,3,3,3,3,3,23.5002358737008,24.4593809555785,21.9328192410455,22.1250576390887,23.757591113827,22.5144453610809,22.1476712511475,23.0983293403303,22.4017833750057,22.6208387794514,22.2246062806882,21.9752993308072,0.0714679282147239,0.708349719381931,0.0388724436042839,0.0738367241177628,0.670064328312117,0.627951558891341,0,0,1,0,0,0
Unknown 125,3,3,3,3,2,3,3,3,3,3,3,3,22.1577022997925,22.3094022770231,21.9345338446597,22.0580199871895,23.1172762647218,22.0545940373881,22.0290611353727,22.6767873664658,22.0942598138142,22.3424766125983,22.226971069301,22.3300981051772,0.629172648869984,0.694007046655103,0.00546298954496856,0.0478915667697722,0.431429698033414,0.742360040401746,0,0,1,-1,0,0
Unknown 126,3,3,3,3,2,3,3,3,3,3,3,3,20.8481953251617,20.8031292508504,20.8043545441532,19.9611956485718,22.3887288483241,20.8282140459578,19.398260046094,21.8124432453071,21.9023000466477,21.8735959523422,19.8070244915413,20.9661807849264,0.974314822461351,0.548507712791604,0.323893824056171,0.0945718696193731,0.983638457563645,0.411090317783892,0,0,0,0,0,0
Unknown 127,3,3,3,3,2,3,3,3,3,3,3,3,26.4896139195109,25.7177785003065,26.9424664452325,24.9436444173532,22.6691090077397,26.3301444316048,26.1546980550107,24.4427681577586,26.3899886641911,26.3550251770899,25.1402315088854,25.2227045200213,0.426782396231632,0.0473639381042789,0.00227285622227874,0.0858976462585631,0.971081236484044,0.931858112914533,0,1,-1,0,0,0
Unknown 128,3,3,3,3,2,3,3,3,3,3,3,3,20.4737682842681,20.4148805239914,20.6586359250818,19.6051587090211,22.3206345806615,20.49470890676,21.6140275101223,22.0883811043703,22.7373836054997,22.5726268971288,22.9829200078162,22.1189233875734,0.944823616585273,0.22325835660238,0.0646791026964984,0.578473622763408,0.846518630134962,0.315298687831551,0,0,0,0,0,0
Unknown 129,3,3,3,3,2,3,3,3,3,3,3,3,24.0721591700653,24.1386505175241,25.2967275679896,24.8661764112214,23.5878781746071,23.9826738270114,25.2098167777452,24.1158557185951,25.4589976895768,23.6685447945147,24.8554365484802,24.5176112987445,0.906988097140256,0.452082502984503,0.536596925989926,0.0642784085099931,0.00416299170963152,0.554240010244668,0,0,0,0,1,0
Unknown 130,3,3,3,3,2,3,3,3,3,3,3,3,26.5445857788817,26.7210048257356,27.0929062329969,26.9952543174941,27.2126748710121,26.5506128645676,27.107111542294,27.0592870713481,27.178181193652,26.8962810759565,27.5053770056837,26.8722713679078,0.478745394238801,0.693888576959533,0.023985981145837,0.846953792782828,0.261728868127865,0.0165921813054644,0,0,1,0,0,1
Unknown 131,3,3,3,3,2,3,3,3,3,3,3,3,20.1513271270897,21.9170380107968,20.5768613234012,21.0282854919527,24.4254274755576,22.4155365755731,20.7147612048565,22.6423200402454,21.4636492398888,22.574977880864,21.0185840317095,21.0074816851956,0.0843327287439755,0.64896329302289,0.0792027189632546,0.0610627498333864,0.26786976282454,0.991047135666423,0,0,0,0,0,0
Unknown 132,3,3,3,3,2,3,3,3,3,3,3,3,18.5889391450998,19.3918938232009,15.7862486063245,15.3728650706493,21.8064259681441,16.7287023671517,15.6040791090369,19.9201045691753,16.2531876322844,17.0576252150318,15.1358683804156,15.4341181837853,0.59343966078118,0.782945354563843,0.00551919463061422,0.00788424429422908,0.592761953329356,0.842390590511001,0,0,1,-1,0,0
Unknown 133,3,3,3,3,2,3,3,3,3,3,3,3,26.3413893222767,26.3482079034569,26.7573066606246,26.4172138514366,26.8025500473292,26.2392394607782,26.611266694065,26.6382523980592,26.7648882342215,26.3865696060167,26.8200829466023,26.2312995073455,0.978868106390182,0.194748961609289,0.0599511801678802,0.916519543868534,0.150933880664527,0.0300635267325172,0,0,0,0,0,1
Unknown 134,3,3,3,3,2,3,3,3,3,3,3,3,24.2586266013651,24.6114906541128,23.9830360738964,24.5165501335468,25.1683988839595,24.3519962052434,23.6338659647609,25.1064497223443,23.439143927996,24.1147432613386,23.0728463592983,23.382049425192,0.396515474664139,0.204360379748983,0.0869719077135451,0.00148938108624245,0.111670385052345,0.456685668857466,0,0,0,-1,0,0
Unknown 135,3,3,3,3,2,3,3,3,3,3,3,3,23.2149601052201,23.3197044461163,23.8828299466474,23.2799553740232,24.5052560633921,23.5270680586953,23.4080833701811,24.1497164097022,24.0380391923362,23.7128000608761,23.9890246596104,22.7805661762172,0.810707499263903,0.176488949633809,0.054762431448965,0.0997020712460487,0.45949520657783,0.010280809574704,0,0,0,0,0,1
Unknown 136,3,3,3,3,2,3,3,3,3,3,3,3,22.9064385903689,23.7347030109023,21.7973234000414,22.0204514693217,24.7478949112891,22.8839656629193,21.8755238762652,23.7029600682533,22.4375558055513,23.6423508125524,22.159209944785,22.5463573399949,0.192858980610569,0.721109375314452,0.0127739106784399,0.00702179162035915,0.0633015317667031,0.536809825347937,0,0,1,-1,0,0
Unknown 137,3,3,3,3,2,3,3,3,3,3,3,3,23.967515658012,24.5542507921998,23.8418250192654,24.2391755433125,25.1015884502927,24.3734229768303,23.5019129678878,25.0926949319677,23.4785702844576,24.3016593982067,23.2311626233659,23.5719628244632,0.145916442910937,0.318678181864017,0.108341600251806,0.000460412054734769,0.0458167354112292,0.391042480989128,0,0,0,-1,-1,0
Unknown 138,3,3,3,3,2,3,3,3,3,3,3,3,24.3996137694605,24.8064511058325,23.8440524203192,24.2575846258384,25.2986383380988,24.6584266381752,23.476349661312,25.2708501858426,23.5486188245299,24.378243390295,23.5129678982845,23.4080535234862,0.369626834083208,0.361942383003929,0.21054700013634,0.000513860426856739,0.0748303257729563,0.815530995558396,0,0,0,-1,0,0
Unknown 139,3,3,3,3,2,3,3,3,3,3,3,3,23.5302316503968,23.3177064912815,20.7900395466212,19.9401979475511,24.9803942772484,22.1531600171949,21.0035018282089,24.1794402882924,21.0529501968875,21.8863744191118,19.9380218933782,19.9063368127691,0.840261299364761,0.423339914498131,0.0235388054955233,0.00573017058037667,0.432228081092952,0.976016486067107,0,0,1,-1,0,0
Unknown 140,3,3,3,3,2,3,3,3,3,3,3,3,24.5889894223599,24.4705443126725,24.9681663939214,24.3957688041383,25.9027084774905,24.777906360452,24.7354970462722,25.4586642065609,24.9467841741623,24.9038313870656,24.7696112940013,23.9329689563664,0.823416120145389,0.286659608200912,0.0677172967590954,0.181430049166286,0.935471523883635,0.124507638431679,0,0,0,0,0,0
Unknown 141,3,3,3,3,2,3,3,3,3,3,3,3,22.2776075380058,23.6656266678947,23.0971007235519,23.4841770760257,24.9594470477502,24.6756721052409,22.2526952596031,24.5216373761901,23.0137611794079,24.0496919200727,23.4738691056425,24.6406499628208,0.038688459133228,0.546838096756831,0.692117934020476,0.0015676759727342,0.11531135789072,0.0781950115591899,-1,0,0,-1,0,0
Unknown 142,3,3,3,3,2,3,3,3,3,3,3,3,24.1351403732848,24.5018249107732,23.5701182540427,23.8058317210625,25.1964480145576,24.5544183858093,23.31300278413,25.100456591209,23.3925729009414,24.3119821112519,23.4648412483792,23.4976420584844,0.429386194483096,0.610019562787224,0.22038186226765,0.000683838098279915,0.0555158405879653,0.943257322313237,0,0,0,-1,0,0
Unknown 143,3,3,3,3,2,3,3,3,3,3,3,3,25.3887415080661,25.3821400326198,25.6768112831479,25.2040109097369,26.270224508604,25.2821596119789,25.4975334287065,26.2586837539158,25.5478439873222,25.4750807405602,25.6951157616356,24.6965542821184,0.991001015133634,0.422524575174368,0.140542642700975,0.20158488953133,0.901080252359654,0.0979950766756258,0,0,0,0,0,0
Unknown 144,3,3,3,3,2,3,3,3,3,3,3,3,21.9648385048283,22.0501618549617,21.9802084369408,21.788693398038,23.0023484744569,22.1426554750259,21.9991946506996,22.8221438554365,22.2044537524301,22.0741954650018,22.1811386924476,21.3343258193789,0.838668167353697,0.648283745545385,0.0763542199146376,0.059069224878581,0.756081101499113,0.0526038657436411,0,0,0,0,0,0
Unknown 145,3,3,3,3,2,3,3,3,3,3,3,3,25.4491387198095,24.7372613152586,24.0679255954009,23.9542239371235,25.2995878527003,24.5974619150719,24.2014708249886,25.1107782668844,24.6983988066906,25.0710980890967,24.2945770739096,24.7448924706212,0.244989973595535,0.85053909286305,0.303489297505495,0.141141547679664,0.538352149462383,0.458070248490974,0,0,0,0,0,0
Unknown 146,3,3,3,3,2,3,3,3,3,3,3,3,23.6164825753315,23.2975026126679,23.6382237813422,22.8454758712092,25.0965459941248,23.7204105011424,23.5605344043584,24.2847202194669,23.6785128333261,23.769853962368,23.7392927091756,22.6444579281329,0.638514895166997,0.248831643933401,0.0791632883638615,0.290974992031415,0.89275077987032,0.115870260458947,0,0,0,0,0,0
Unknown 147,3,3,3,3,2,3,3,3,3,3,3,3,20.4945312998564,21.1985913906309,20.129838661745,19.9902332724911,21.95917541183,21.1365039659296,19.7691736178737,20.3134525776418,20.6318854781974,20.5224346868545,20.600533799726,20.4544605241786,0.32066942661393,0.842265674657633,0.299804512866374,0.44066858892834,0.876001774265286,0.835067295844229,0,0,0,0,0,0
Unknown 148,3,3,3,3,2,3,3,3,3,3,3,3,24.4336377405563,24.2533459056551,24.3360261512045,23.4941808336467,24.8215525981492,24.2829613364344,24.2330872478097,25.0154120796796,24.4949243912428,24.3711609542387,24.9372151165625,23.726041540545,0.774022499211809,0.188096118755097,0.4455096011528,0.22008318744596,0.843678779126442,0.0632594263951197,0,0,0,0,0,0
Unknown 149,3,3,3,3,2,3,3,3,3,3,3,3,21.5110907905469,19.4487855009947,20.5674629491969,20.085351192411,16.7391005292389,21.2865610208274,20.7486695258845,17.2518367339597,20.3576930321866,19.1577602234109,21.4946197586057,21.8729046447894,0.105895948808791,0.697612138893432,0.00298762601435653,0.00898528197503291,0.337641920629156,0.760316806495451,0,0,-1,1,0,0
Unknown 150,3,3,3,3,2,3,3,3,3,3,3,3,20.9082287843079,18.9307764329791,20.7417220552553,20.1595323289879,14.4556400337248,20.6760705065943,20.4952075637136,16.77842623904,20.9377915076658,20.6789219832026,21.4148080327076,21.6872118229147,0.166768234860907,0.678106333911936,0.000538718961468497,0.0132571549717758,0.853359991028743,0.845793296195232,0,0,-1,1,0,0
Unknown 151,3,3,3,3,2,3,3,3,3,3,3,3,23.4850819626062,23.9871017707378,23.5662937669125,23.4189646150892,23.8409098257071,23.6798479433434,23.7649878481484,23.8007367783285,23.8031882820235,23.5168208919027,23.9862407471439,23.4909406293486,0.0660497047129646,0.57663569730395,0.58507116993557,0.891890929745541,0.282352552972898,0.069492836990331,0,0,0,0,0,0
Unknown 152,3,3,3,3,2,3,3,3,3,3,3,3,22.2937778185769,22.4166549010952,21.6226781970283,22.0887418879669,22.5243610413009,22.289513250775,21.6149775128191,22.6720366878644,22.0272570266835,21.7830931008276,21.607489007774,22.1170187962184,0.761743220546663,0.256462530352149,0.604954208906965,0.0146541920701399,0.548061144822986,0.215991253320352,0,0,0,-1,0,0
Unknown 153,3,3,3,3,2,3,3,3,3,3,3,3,22.1373634082824,21.8281134521307,22.3507527204079,21.4053509432384,22.5566461851743,21.6634776874052,22.4211142686069,22.7826992568428,21.9813140342554,21.7870029250684,22.3461786241022,21.5310830220746,0.595948235252775,0.11381990604184,0.178129231996156,0.535741389516115,0.73853747917688,0.169820686717196,0,0,0,0,0,0
Unknown 154,3,3,3,3,2,3,3,3,3,3,3,3,21.1467858981313,21.1083747436527,19.7687523901104,19.7303412356318,20.3692510207476,20.3308398662691,20.8251446870004,20.7867335325218,21.1162680881474,21.0778569336688,21.1175130679279,21.0791019134493,0.952854899202381,0.952854899202381,0.957826902584821,0.952854899202381,0.952854899202381,0.952854899202381,0,0,0,0,0,0
Unknown 155,3,3,3,3,2,3,3,3,3,3,3,3,23.0610682845382,23.0218285404591,22.7555847054141,22.8923298808822,23.6081648028285,23.1410459242998,22.4517343434276,23.4767445668229,23.0332810494812,22.903806699609,22.7594522822618,23.2655544535737,0.916558338884487,0.715397816397115,0.271007899680536,0.0109692088547449,0.729882410228741,0.185080058884091,0,0,0,-1,0,0
Unknown 156,3,3,3,3,2,3,3,3,3,3,3,3,21.8695117984619,21.8116591689388,21.3375988830495,21.0321441646828,21.7095727262703,21.7321881603178,21.4342693645108,22.1361079707393,21.89593044812,21.750537554532,21.5663293087703,22.2266270739712,0.894058620432431,0.484266509203512,0.962855677549041,0.115974189838277,0.738130434969593,0.137976513314459,0,0,0,0,0,0
Unknown 157,3,3,3,3,2,3,3,3,3,3,3,3,24.2856167788201,22.833161448859,24.252603120686,23.360120675565,22.6033784740653,23.9465991539699,24.0291461166583,22.3792418537438,23.9787465051712,23.7078461514874,23.456947695338,23.525791091366,0.11952744321391,0.33078152014239,0.194148699156395,0.0792063816519659,0.765684198668685,0.939573299717317,0,0,0,0,0,0
Unknown 158,3,3,3,3,2,3,3,3,3,3,3,3,22.1452229286044,20.7804460293133,23.3141903489162,22.6586497030559,16.7011814062495,22.1382418183814,22.7845480949179,18.3024313279737,23.175137564132,21.8196698804768,22.8406857586978,22.1984912471066,0.317204668336578,0.628002736351197,0.00135813237530761,0.00272251970233686,0.320445129528104,0.634983183064733,0,0,-1,1,0,0
Unknown 159,3,3,3,3,2,3,3,3,3,3,3,3,22.3477077044437,19.9355939234617,22.5175373217057,22.396303893375,16.7814247547952,22.3178484629688,22.7064320903594,18.2794597555457,21.8044555305846,19.980016742829,22.5968750335306,21.9646119576831,0.0650261176611009,0.923258781779974,0.000593976825011981,0.00168016506349221,0.156281899215292,0.616343137360902,0,0,-1,1,0,0
Unknown 160,3,3,3,3,2,3,3,3,3,3,3,3,22.6974873727554,22.9996911047117,22.5640726202026,21.8354884907557,24.1509101546216,22.2251283088579,22.1408478096674,22.8397368430793,22.198606654562,21.9624764022061,22.519565905198,21.517339489513,0.740672381013454,0.427585306187638,0.0687740679515915,0.446408430390679,0.795848427286778,0.278072579087215,0,0,0,0,0,0
Unknown 161,3,3,3,3,2,3,3,3,3,3,3,3,24.5785334057604,24.050435231379,25.0302741720013,24.4408144243417,22.8971951497887,24.4119027635689,24.683838143822,23.736148556527,24.1180064928302,23.8940086309443,24.0602095256685,23.0144981481841,0.594249726961393,0.552427710838311,0.179084200446071,0.342424100426979,0.820791339584142,0.295860910814424,0,0,0,0,0,0
Unknown 162,3,3,3,3,2,3,3,3,3,3,3,3,25.6292584014163,25.9020479373926,26.3289266499005,25.9240330651479,25.5709363981019,25.7124096816762,26.4395357008326,25.9330716501635,26.9430633834331,25.3930143500997,26.1015196525153,25.9336760655784,0.607638313535164,0.44758301096974,0.811325541724663,0.343844877403144,0.00705074714606871,0.751630710540605,0,0,0,0,1,0
Unknown 163,3,3,3,3,2,3,3,3,3,3,3,3,29.452851088123,29.6844813556839,29.8619556219228,29.523726201177,29.723264902481,29.4313270352476,29.8012582127297,29.5854579830698,30.0988682293885,29.2838072716933,30.0901689550513,29.4721332950681,0.411849238676089,0.234644553497822,0.355865374551493,0.444089473449087,0.0073345819342092,0.0357819979155232,0,0,0,0,1,1
Unknown 164,3,3,3,3,2,3,3,3,3,3,3,3,22.0824108610917,22.707405448612,22.5542526512399,20.214920310686,26.92857368867,21.1897317222003,19.8573572684781,22.7469908265744,19.6625185122957,20.0648626334153,19.4788307348524,19.1250839245462,0.733982693375575,0.210717571407444,0.00959954977087553,0.125397725217324,0.826702263596552,0.847340995600393,0,0,1,0,0,0
Unknown 165,3,3,3,3,2,3,3,3,3,3,3,3,20.5795746834372,19.6515308914378,20.6409543058491,17.7369083021478,24.727372034068,17.9231036942132,16.3690373546334,21.1752904019369,16.6954235937127,17.7155364260197,16.5201028582081,16.225261356449,0.702967069532528,0.23924438183826,0.018628265800966,0.0574901041400089,0.675210332818792,0.903436716861967,0,0,1,0,0,0
Unknown 166,3,3,3,3,2,3,3,3,3,3,3,3,19.935903408757,19.0688253824264,19.4394624077376,16.5715506617621,23.9041931529454,17.6344244001877,16.3056245739897,20.3957497859268,16.6489159380764,16.6104433704705,16.5269493107081,16.0669011844723,0.69132795029713,0.196575200392914,0.0159902863529333,0.0704924977775899,0.985919557375124,0.832941838292881,0,0,1,0,0,0
Unknown 167,3,3,3,3,2,3,3,3,3,3,3,3,21.5546759664301,21.163521114799,21.7825744009076,21.9652004418252,19.6219713674131,21.9100766104971,22.9869639044768,22.0831773610458,23.4752257106868,22.0395762752326,22.6441075052857,22.3760332640192,0.769716655266222,0.89120374990077,0.134825818923019,0.500533484801735,0.288198491071304,0.840908717928791,0,0,0,0,0,0
Unknown 168,3,3,3,3,2,3,3,3,3,3,3,3,22.3465316702159,22.2587920746323,22.8947896543428,22.5561462617324,23.4041406852715,22.0865587995514,22.381884509154,23.0896903140676,22.700776919791,21.7421577216237,22.1968673070538,21.3979583368151,0.913684929039495,0.6762392173345,0.154581267823345,0.385802852445648,0.243363962263542,0.328726111849676,0,0,0,0,0,0
Unknown 169,3,3,3,3,2,3,3,3,3,3,3,3,25.0503129691759,24.7588812575929,25.0461402109357,25.4853549065386,23.267706250324,25.42408713872,26.2506659085975,25.4982095575318,26.597900074907,25.8688838480485,26.5581581534258,25.9351085164134,0.792140081388533,0.691528743553169,0.0909265297956634,0.498095030424306,0.511445504523253,0.574205344565632,0,0,0,0,0,0
Unknown 170,3,3,3,3,2,3,3,3,3,3,3,3,22.3203365327175,21.8517609629143,21.6679588439689,22.676193491463,20.7642336013053,22.6596777137594,23.5767763525993,22.7233388112315,23.9051619457789,23.2814558159593,23.8309938586363,23.2564897010604,0.724498128781226,0.450466493116065,0.209561594972667,0.522229812599518,0.639324041838441,0.665862751704111,0,0,0,0,0,0
Unknown 171,3,3,3,3,2,3,3,3,3,3,3,3,20.3242794588817,20.032185772937,19.9565850848926,20.7019899430287,18.7911382616167,20.7372750356784,21.6506969233392,20.7783390260504,21.9407542317026,21.5411057769132,21.9109875628589,21.3476401415346,0.823344419825214,0.570042396311076,0.191526467897576,0.506783080960969,0.760135875349935,0.667253929256506,0,0,0,0,0,0
Unknown 172,3,3,3,3,2,3,3,3,3,3,3,3,23.4934796561979,22.1636239651275,24.6305671058386,24.8410609914474,18.1806741821175,24.0047517570401,24.625485608557,20.3207659033289,25.1582044830898,23.8487245860234,24.9676724010664,24.814055684353,0.389144962759446,0.890709627026242,0.00224013564542127,0.00924658976958955,0.396335624658611,0.920115834796348,0,0,-1,1,0,0
Unknown 173,3,3,3,3,2,3,3,3,3,3,3,3,25.0421819261264,24.3498301757794,24.763530633819,24.9693176503126,25.6641934630755,24.9797505646555,24.9477769869542,25.3059773854648,25.1092904964955,24.9892485939155,24.6028112022371,24.9197752856972,0.145377588476178,0.658360517257118,0.195694878296007,0.443478931553054,0.796172112022667,0.497098606313474,0,0,0,0,0,0
Unknown 174,3,3,3,3,2,3,3,3,3,3,3,3,28.7009830214774,28.1275800403915,28.3132016117415,28.6147177367876,29.3519262296852,28.6773566070517,28.5013842767275,28.8998289588858,28.590179916095,28.9316123401225,28.6710354636045,28.7010507628778,0.194791456999038,0.489578785810082,0.173320030549947,0.363053040161082,0.434626575525477,0.944872680186361,0,0,0,0,0,0
Unknown 175,3,3,3,3,2,3,3,3,3,3,3,3,24.9462346309144,24.339037648526,24.518022525058,24.8516110561105,25.6256796132279,24.9147026158883,24.7118290475436,25.1389532749312,24.8284414193446,25.1377979067534,24.9000872107377,24.9300198448323,0.180097559893306,0.455249902754021,0.161143614069713,0.34092038410617,0.488280888529596,0.946253575236414,0,0,0,0,0,0
Unknown 176,3,3,3,3,2,3,3,3,3,3,3,3,23.9180580791565,21.6427989531159,24.2489757023324,24.7540644822027,18.220158015867,24.3954122766252,24.7775425880196,20.394158806948,24.2706291599991,21.7644953550898,24.9357102655023,24.7874291501662,0.133906480869704,0.73329529459102,0.000989952459142855,0.00649172518086015,0.100467666386181,0.920223923053735,0,0,-1,1,0,0
Unknown 177,3,3,3,3,2,3,3,3,3,3,3,3,22.2023314710247,19.9299169657289,22.2038817303979,22.9464797596323,17.5221551396197,22.588373228675,22.889083225173,19.117783754817,22.2070534199529,20.2467526312418,22.9115797846326,22.8531675570111,0.0915951277732709,0.570640715257711,0.00187789522043847,0.00767026236510336,0.142439608526155,0.964293369866406,0,0,-1,1,0,0
Unknown 178,3,3,3,3,2,3,3,3,3,3,3,3,24.6537698304359,23.7699982808959,23.8491177148845,24.3478047165227,25.5866690433208,24.5296556281089,24.0953822442112,24.8284014509008,24.0693225205468,24.8671244726007,24.2313225053426,24.4154427196996,0.187655176681081,0.451321577015532,0.159822707810638,0.271650372395253,0.232659768879084,0.779778974223156,0,0,0,0,0,0
Unknown 179,3,3,3,3,2,3,3,3,3,3,3,3,21.3697250881672,20.1238242121473,22.2884767530824,22.6409703319838,17.2935759142181,21.9008777848506,22.3524868910601,18.6105380959612,22.6381245711053,21.9014289166246,22.5254474298166,22.5804026731918,0.359276917462687,0.793629510396753,0.00511926316814648,0.00994973110066635,0.585514510132416,0.967443561897971,0,0,-1,1,0,0
Unknown 180,3,3,3,3,2,3,3,3,3,3,3,3,24.2972708940734,23.0339700937539,23.2547833837727,23.7922256028606,25.2754068131136,24.1412469445462,23.5357664710578,24.4435401522348,23.4125072034586,24.4146767622127,23.4994956426832,23.9050683600826,0.137834834400099,0.519559833429877,0.229466547610949,0.280691936017809,0.234965800953456,0.626285426755704,0,0,0,0,0,0
Unknown 181,3,3,3,3,2,3,3,3,3,3,3,3,22.7599672143437,20.3343090281329,21.9834130993605,21.5419668319914,20.8958960917647,22.4433086082551,21.1441118515529,22.1118308538711,21.3688338542242,21.6796915947521,21.4266549725514,21.5954832575826,0.0273481758505533,0.672034381347201,0.191896840952622,0.356950920795008,0.765384134650021,0.871160284611123,1,0,0,0,0,0
Unknown 182,3,3,3,3,2,3,3,3,3,3,3,3,22.6896819463854,20.9728503584814,21.3370078356237,21.9563036218109,23.7465200636737,22.4007773230636,21.5407990961102,22.7188887172314,21.2548656455846,22.8015601200233,21.4853028638017,22.0512526213432,0.107114744736215,0.551186887554961,0.251768902259505,0.261700188378651,0.144491395545622,0.585756049968607,0,0,0,0,0,0
Unknown 183,3,3,3,3,2,3,3,3,3,3,3,3,21.7036304779402,20.7339197273208,20.9072830827608,20.8765555758998,22.7688697946069,21.6564142980719,21.1142456373092,21.7619340085102,21.0482498746252,21.9650650502532,21.3050847222005,21.4945922000678,0.210638708496183,0.967803179914727,0.199379148562035,0.398602785706127,0.235754945175972,0.803537740546216,0,0,0,0,0,0
Unknown 184,3,3,3,3,2,3,3,3,3,3,3,3,20.9017583879262,18.4021035648049,18.7002080216937,18.160010209135,21.9769158194292,20.5582180980917,19.6628869795466,20.3264973346753,17.823491043526,21.0619163988927,18.9334328927035,19.4217046648455,0.153165900421559,0.752417213133211,0.460905385950236,0.698530481761221,0.0681602878767294,0.77549982039187,0,0,0,0,0,0
Unknown 185,3,3,3,3,2,3,3,3,3,3,3,3,22.075293182647,21.0793822463212,21.2084020081214,21.7811341027752,23.4328514465782,21.9952233222886,21.4902450209068,22.394081321112,21.4176742046732,22.2326795520141,21.2911055291116,21.6888558664676,0.219252348411304,0.474972157264744,0.116579645851505,0.263494061204168,0.312088894271426,0.618770651554041,0,0,0,0,0,0
Unknown 186,3,3,3,3,2,3,3,3,3,3,3,3,18.8142453974141,19.6580637258757,20.8076076106158,21.7110229730104,15.1018373113269,20.1008202047671,21.438232937286,16.3119294010911,22.19266732993,21.2153420306117,22.1423446799504,21.8649428491518,0.634648913168254,0.611053365068975,0.0178256827298222,0.00760300673427644,0.582380754625106,0.87558633406325,0,0,-1,1,0,0
Unknown 187,3,3,3,3,2,3,3,3,3,3,3,3,19.2845765622843,19.8510882920284,21.2279692611601,22.1554780421803,15.0777498677181,20.303017986495,21.922286289144,16.4674061250569,22.7844223763455,21.5738590472238,22.4278945417686,22.2062458636534,0.762543191076168,0.621418511342264,0.0190284072283915,0.00728450098214624,0.520006420122035,0.905817996698192,0,0,-1,1,0,0
Unknown 188,3,3,3,3,2,3,3,3,3,3,3,3,20.5958874900392,19.9797379026137,21.7474947104938,22.9767601327283,15.1161640462879,21.7226360106274,22.8501994979294,16.7310249932342,22.9669070423563,21.0947720698324,23.3532676941575,23.1006854595035,0.720959639963597,0.477934510216072,0.00208574270528297,0.00154349223094765,0.283281154668006,0.883454206852345,0,0,-1,1,0,0
Unknown 189,3,3,3,3,2,3,3,3,3,3,3,3,17.0218797828698,18.8315070610006,19.2230765471004,19.334097286569,15.8355964835947,18.2694976568476,20.208768027609,18.4203536597345,22.2456040416528,19.0064145623303,21.4316841818396,20.8302102019958,0.426093161290084,0.960782872090698,0.339834218074751,0.431461882733298,0.160461742534325,0.790091632535256,0,0,0,0,0,0
Unknown 190,3,3,3,3,2,3,3,3,3,3,3,3,16.7189448846936,18.4445300484263,18.8316095433397,18.5795207859004,16.1005681397118,17.2672607255601,19.7169064849273,18.1288860460071,21.8437023007956,18.1322465409599,20.5998433987886,20.232811995935,0.479484099541245,0.917275607933616,0.667829299060723,0.514847843656393,0.135732032882613,0.879814175183847,0,0,0,0,0,0
Unknown 191,3,3,3,3,2,3,3,3,3,3,3,3,16.0347425405869,18.3062033654297,18.5331683631388,18.1657154082934,14.5534908311277,17.0734032899322,19.154804262465,16.4235504705326,21.1460612572995,16.995252261921,20.2396748297106,19.6497431596599,0.326999097129252,0.872709379310706,0.330679368839321,0.240742752810244,0.0802197766623857,0.797094867071667,0,0,0,0,0,0
Unknown 192,3,3,3,3,2,3,3,3,3,3,3,3,21.6018053435534,21.9448751302768,20.955584555145,20.1422760772102,23.947784456219,21.5498265537122,21.8584848951762,22.1706511243274,21.6279034952015,21.5541696086851,22.0084722357527,21.8541665164319,0.682394888286669,0.336079340908556,0.0163368504021763,0.709553746645937,0.929795669126987,0.853761822579966,0,0,1,0,0,0
Unknown 193,3,3,3,3,2,3,3,3,3,3,3,3,23.0229878190909,22.9933525572438,21.8771426341929,21.4822532318343,23.4976852962323,22.91369460444,22.9292039495297,22.9614624640916,22.4340078654892,22.8594206438255,23.206807506417,22.7963962323519,0.944607038452479,0.359001041035267,0.228176094012747,0.939713323038967,0.323781369603352,0.340780796749309,0,0,0,0,0,0
Unknown 194,3,3,3,3,2,3,3,3,3,3,3,3,21.4084115109529,21.1721391421894,19.9580714655047,19.5609849544719,21.7873354812077,21.1495679669103,21.1359652741199,21.2250809091509,20.5833515077074,21.096245420675,21.2614346847428,20.9070153592111,0.627600006422721,0.41709861715695,0.247308504616768,0.854500689944242,0.296892806647422,0.468244082266573,0,0,0,0,0,0
Unknown 195,3,3,3,3,2,3,3,3,3,3,3,3,24.7193380421696,24.7073177282442,24.6297265242043,23.8784050956771,24.9458182018245,24.1330266605078,24.196729491966,24.984030888603,24.4412303939714,24.4076610526812,25.0776247930624,23.9157336888307,0.985381498160036,0.258844673914369,0.274167837957391,0.237365785825885,0.959191209353618,0.0865583439778801,0,0,0,0,0,0
