Name,Count_-6_pre,Count_-2_pre,Count_-6_2,Count_-2_2,Count_-2_4,Count_-6_4,Count_-6_6,Count_-2_6,Count_-6_8,Count_-2_8,Count_-2_10,Count_-6_10,Mean_-6_pre,Mean_-2_pre,Mean_-6_2,Mean_-2_2,Mean_-2_4,Mean_-6_4,Mean_-6_6,Mean_-2_6,Mean_-6_8,Mean_-2_8,Mean_-2_10,Mean_-6_10,P_value_A_-6_pre_vs_-2_pre,P_value_A_-6_2_vs_-2_2,P_value_A_-2_4_vs_-6_4,P_value_A_-6_6_vs_-2_6,P_value_A_-6_8_vs_-2_8,P_value_A_-2_10_vs_-6_10,Flag_A_-6_pre_vs_-2_pre,Flag_A_-6_2_vs_-2_2,Flag_A_-2_4_vs_-6_4,Flag_A_-6_6_vs_-2_6,Flag_A_-6_8_vs_-2_8,Flag_A_-2_10_vs_-6_10,,,,Negaive means -6 is significantly larger
Unknown 130,3,3,3,3,3,3,3,3,3,3,3,3,25.23789508,28.25332725,27.75194994,26.21649997,25.43032533,27.94494626,25.55758957,25.89414411,28.20990165,26.34891041,26.36878162,23.7721337,0.126805775,0.428494731,0.199610946,0.861354141,0.338721377,0.185832453,0,0,0,0,0,0,,,,
Unknown 131,3,3,3,3,3,3,3,3,3,3,3,3,23.83844667,23.47621348,23.15274507,22.83816437,23.86244419,23.75431836,23.83009614,23.37324626,25.0734114,23.44415723,25.10835008,23.66893806,0.75162311,0.783365894,0.924659586,0.689951228,0.162789575,0.215491966,0,0,0,0,0,0,,,,
Unknown 132,3,3,3,3,3,3,3,3,3,3,3,3,22.68988722,23.57752925,23.65144398,24.53908602,23.92014504,23.03250301,23.08850395,23.97614598,22.21755426,23.1051963,23.76826604,22.880624,0.580059058,0.580059058,0.580059058,0.580059058,0.580059058,0.580059058,0,0,0,0,0,0,,,,
Unknown 133,3,3,3,3,3,3,3,3,3,3,3,3,24.15100681,23.45945899,22.37045103,22.12348699,23.85457398,23.22671663,24.09358339,22.537654,23.22242516,22.28515482,23.48146593,22.01119121,0.361149663,0.742429009,0.406340322,0.046944908,0.219168268,0.059368833,0,0,0,1,0,0,,,,
Unknown 134,3,3,3,3,3,3,3,3,3,3,3,3,19.33655536,17.14227493,17.41821259,21.6451418,20.70729031,19.61149154,17.50366832,18.70526659,17.9324723,18.12907001,22.02993521,17.99632094,0.254626756,0.034013325,0.565432642,0.528797181,0.917586871,0.042243105,0,-1,0,0,0,1,,,,
Unknown 135,3,3,3,3,3,3,3,3,3,3,3,3,21.03650178,20.56535644,19.32191346,18.85076812,20.19452894,20.66567428,19.81228277,19.34113743,19.89400099,19.42285565,18.57061291,19.04175824,0.752866197,0.752866197,0.752866197,0.752866197,0.752866197,0.752866197,0,0,0,0,0,0,,,,
Unknown 136,3,3,3,3,3,3,3,3,3,3,3,3,18.17492115,19.65166238,18.98353792,19.07020918,18.36610558,20.83270665,19.29331673,19.47940933,21.02518821,19.6075559,21.25880867,19.94219633,0.113645168,0.924029852,0.011341997,0.83782646,0.128069134,0.156200379,0,0,-1,0,0,0,,,,
Unknown 137,3,3,3,3,3,3,3,3,3,3,3,3,23.36850238,22.17433836,20.80553532,21.17712425,22.44422469,21.91611486,22.19882693,20.83367939,21.03445661,19.95837136,20.37551848,20.47641152,0.076722986,0.570281149,0.421418873,0.045055592,0.108569677,0.877126928,0,0,0,1,0,0,,,,
Unknown 138,3,3,3,3,3,3,3,3,3,3,3,3,19.12386921,20.00403776,20.50873092,21.38889946,20.65403904,19.7738705,19.72579012,20.60595866,19.31906249,20.19923103,21.06920837,20.18903983,0.58416415,0.58416415,0.58416415,0.58416415,0.58416415,0.58416415,0,0,0,0,0,0,,,,
Unknown 139,3,3,3,3,3,3,3,3,3,3,3,3,26.90855381,26.5254213,25.70803771,25.86369676,26.46522177,26.16854329,26.61418977,25.56158446,25.40953963,24.91214394,24.79213198,25.13414174,0.548291807,0.806705866,0.64152441,0.107323391,0.436958361,0.591749964,0,0,0,0,0,0,,,,
Unknown 140,3,3,3,3,3,3,3,3,3,3,3,3,22.85902197,22.1891672,22.09837298,21.42851821,20.59391724,21.26377201,20.88557171,20.21571694,20.23485412,19.56499934,19.77897698,20.44883175,0.278493933,0.278493933,0.278493933,0.278493933,0.278493933,0.278493933,0,0,0,0,0,0,,,,
Unknown 141,3,3,3,3,3,3,3,3,3,3,3,3,25.4087978,25.03502942,24.92806209,24.55429371,24.60511807,24.97888646,24.73811082,24.36434243,24.73694966,24.36318128,24.3910491,24.76481748,0.270139314,0.270139314,0.270139314,0.270139314,0.270139314,0.270139314,0,0,0,0,0,0,,,,
Unknown 142,3,3,3,3,3,3,3,3,3,3,3,3,21.64909907,22.25233891,21.27057798,20.50452051,21.46795065,21.62748621,22.7719222,20.98778535,21.86446048,21.13169931,22.18483981,21.57188017,0.444821514,0.333700694,0.838948282,0.030601559,0.354737062,0.43761122,0,0,0,1,0,0,,,,
Unknown 143,3,3,3,3,3,3,3,3,3,3,3,3,23.87906988,23.44799029,23.47489327,23.59881285,25.03925547,23.97656437,24.32024504,24.06793798,23.80019334,23.96965163,23.75064023,23.59987861,0.304935361,0.765741079,0.016271247,0.545270995,0.683926908,0.717108781,0,0,1,0,0,0,,,,
Unknown 144,3,3,3,3,3,3,3,3,3,3,3,3,22.40940541,21.95599334,21.14005968,22.0555155,23.09329279,22.00189721,22.41089969,21.88873546,21.69999274,21.59733967,22.12289067,21.32410402,0.312810298,0.048209033,0.020468346,0.246706455,0.817411489,0.081825505,0,-1,1,0,0,0,,,,
Unknown 145,3,3,3,3,3,3,3,3,3,3,3,3,20.96076862,21.44731035,22.30021397,22.57731648,21.76520097,22.13705254,21.88240009,22.96035518,22.50129601,22.53733224,22.01540529,22.14251543,0.381102657,0.615963443,0.501801513,0.059652804,0.947855513,0.817652653,0,0,0,0,0,0,,,,
Unknown 146,3,3,3,3,3,3,3,3,3,3,3,3,18.99419796,17.83918922,16.1028555,16.70728595,21.01115991,17.37672279,19.55385439,16.19109654,16.08641707,15.91528449,15.86496879,16.02068914,0.509915485,0.729342349,0.045949311,0.063253178,0.921870638,0.928886152,0,0,1,0,0,0,,,,
Unknown 147,3,3,3,3,3,3,3,3,3,3,3,3,21.99956167,22.01364123,21.93200225,21.94608182,21.25743791,21.24335834,21.78705629,21.80113586,21.77120405,21.78528362,21.87887311,21.86479354,0.985426706,0.985426706,0.985426706,0.985426706,0.985426706,0.985426706,0,0,0,0,0,0,,,,
Unknown 148,3,3,3,3,3,3,3,3,3,3,3,3,24.87077462,23.12224609,20.7267933,21.22113436,25.05178597,22.77896912,24.74938958,20.81899333,20.54851394,18.97602669,19.38711251,19.8679395,0.399664772,0.810511555,0.276066156,0.065839164,0.448147575,0.815591213,0,0,0,0,0,0,,,,
Unknown 149,3,3,3,3,3,3,3,3,3,3,3,3,27.44122575,27.08414875,25.4429459,25.36120271,26.83844398,26.81463765,27.23945509,25.07698665,26.20806167,25.0972973,25.66262543,25.60386466,0.687234773,0.926446112,0.978549044,0.021102221,0.217069111,0.947087497,0,0,0,1,0,0,,,,
Unknown 150,3,3,3,3,3,3,3,3,3,3,3,3,23.54597285,23.64400253,23.1503392,22.51386958,21.61109727,23.71632023,23.01428829,23.11266909,22.33975732,22.71941283,22.23974117,23.17319424,0.9082555,0.456921563,0.019607718,0.907928442,0.656008796,0.278433325,0,0,-1,0,0,0,,,,
Unknown 151,3,3,3,3,3,3,3,3,3,3,3,3,19.50901394,17.74294472,16.24192476,16.30799245,21.83346644,17.4086827,20.09242012,16.19502,16.16307523,16.07166348,16.04810926,16.20939652,0.362349436,0.972576048,0.028757862,0.051523548,0.962063279,0.933120957,0,0,1,0,0,0,,,,
Unknown 152,3,3,3,3,3,3,3,3,3,3,3,3,22.63778078,23.94628217,23.71879844,23.42870803,21.00950825,24.58539278,20.30559889,23.2651033,21.87385902,23.61555635,23.94491741,24.69355171,0.401233908,0.851327352,0.028210487,0.065138193,0.266558685,0.629328257,0,0,-1,0,0,0,,,,
Unknown 153,3,3,3,3,3,3,3,3,3,3,3,3,19.56836202,20.29650717,17.87661336,18.6704568,21.08110294,20.03541836,21.98766513,18.69036439,18.8835144,17.67901584,18.35605152,18.27742567,0.586158897,0.553059702,0.43583527,0.019700707,0.370396799,0.952976813,0,0,0,1,0,0,,,,
Unknown 154,3,3,3,3,3,3,3,3,3,3,3,3,22.60900301,22.36948461,23.52793674,22.83582426,20.07733851,23.74433406,21.63335539,22.85787395,24.19121713,23.61206487,23.86889665,24.73819384,0.877360316,0.656255439,0.025167306,0.433043478,0.70938681,0.576598521,0,0,-1,0,0,0,,,,
Unknown 155,3,3,3,3,3,3,3,3,3,3,3,3,26.37979362,26.19098464,24.77493441,26.06902499,27.38949023,25.60327581,26.23548808,25.21262444,24.70958927,24.72454737,24.78960378,24.46507908,0.80174944,0.094651929,0.024411893,0.181713137,0.984119213,0.666467698,0,0,1,0,0,0,,,,
Unknown 156,3,3,3,3,3,3,3,3,3,3,3,3,22.57035219,22.66320672,19.71365102,21.17349194,23.95380398,21.53639778,22.53893823,20.30821778,20.272772,19.86673145,20.18620306,19.6979966,0.937510146,0.224946586,0.050134871,0.069062387,0.732029098,0.680710679,0,0,0,0,0,0,,,,
Unknown 157,3,3,3,3,3,3,3,3,3,3,3,3,20.73883148,21.37075274,18.55037003,20.18626115,22.13393733,20.8348104,21.26833122,19.54736139,18.70951688,18.63389975,18.25990043,18.46235537,0.586590307,0.166481415,0.268331363,0.146361927,0.947957512,0.861308836,0,0,0,0,0,0,,,,
Unknown 158,3,3,3,3,3,3,3,3,3,3,3,3,20.48949088,20.59861841,17.70766169,19.01315347,21.84233598,19.43992477,20.50101515,17.69826805,16.93995601,17.30054177,18.13433259,16.8850055,0.943615635,0.401006159,0.128717742,0.078840356,0.815314784,0.421283672,0,0,0,0,0,0,,,,
Unknown 159,3,3,3,3,3,3,3,3,3,3,3,3,25.19829451,24.69480575,23.88928389,24.48221375,26.17298757,24.3261807,24.91287929,23.78997978,22.6969131,23.4023363,23.07369781,22.71418042,0.588870739,0.524954267,0.055864014,0.23365543,0.450244696,0.699118033,0,0,0,0,0,0,,,,
Unknown 160,3,3,3,3,3,3,3,3,3,3,3,3,25.20130283,24.84082619,23.99061087,24.81439702,26.33314583,25.02482366,25.49974079,24.72528085,24.33630846,24.4374713,23.92609031,24.01965013,0.588951517,0.22275739,0.058350964,0.250850298,0.879126426,0.888144711,0,0,0,0,0,0,,,,
Unknown 161,3,3,3,3,3,3,3,3,3,3,3,3,19.74992756,19.45391258,16.60282722,19.04549008,21.28326355,18.28291287,18.99112204,17.24331862,16.57123357,16.47941817,16.3094418,16.17340465,0.830823348,0.087360305,0.038543895,0.214416918,0.947142341,0.921756918,0,0,1,0,0,0,,,,
Unknown 162,3,3,3,3,3,3,3,3,3,3,3,3,25.95989472,26.20807081,24.4666152,26.36688198,26.58441604,25.72216684,26.2781263,25.23265994,25.37116287,24.81707845,25.52076905,24.5977488,0.747598803,0.01998115,0.269225003,0.182955688,0.474382355,0.23778843,0,-1,0,0,0,0,,,,
Unknown 163,3,3,3,3,3,3,3,3,3,3,3,3,18.21762843,17.39796166,15.84546213,16.19644295,21.09212579,16.86499473,19.23582443,15.94732351,15.62862026,15.72199932,15.66176951,15.98332339,0.64409935,0.842901803,0.023828636,0.072714604,0.957933199,0.855912993,0,0,1,0,0,0,,,,
Unknown 164,3,3,3,3,3,3,3,3,3,3,3,3,22.32259043,22.93364271,20.06509219,21.59962394,23.41823855,22.02262851,22.88548783,21.31483738,21.5153706,20.30296676,21.48023448,19.36622582,0.587908103,0.180511752,0.221755602,0.170844848,0.286631008,0.069485957,0,0,0,0,0,0,,,,
Unknown 165,3,3,3,3,3,3,3,3,3,3,3,3,23.97049719,22.03672615,22.19214561,22.47033099,21.93607026,22.60427352,21.42324031,22.30751376,22.57147925,22.46726513,22.40432972,22.57514772,0.015360492,0.710634811,0.376126126,0.244375822,0.889323533,0.81963108,1,0,0,0,0,0,,,,
Unknown 166,3,3,3,3,3,3,3,3,3,3,3,3,18.56318571,20.55162543,17.61180282,20.22343306,20.94475439,18.08184089,19.55056038,18.86582058,19.89802455,18.49175112,18.4843883,17.27929127,0.281006188,0.160400538,0.125389322,0.707436949,0.443015788,0.510246208,0,0,0,0,0,0,,,,
Unknown 167,3,3,3,3,3,3,3,3,3,3,3,3,25.22180221,25.4625023,23.49581981,24.21607784,25.02744708,24.61855013,25.08087706,23.87469928,24.05288813,23.20282681,23.60321195,22.97463831,0.724549433,0.296632108,0.55040701,0.086628649,0.220076789,0.361078848,0,0,0,0,0,0,,,,
Unknown 168,3,3,3,3,3,3,3,3,3,3,3,3,25.33118456,25.13039043,24.27494644,25.05256418,25.79278967,24.73419076,25.31338846,24.7657696,24.66853929,24.39632905,24.60279084,23.93154713,0.660104656,0.097483522,0.027476758,0.236405882,0.551734343,0.149626247,0,0,1,0,0,0,,,,
Unknown 169,3,3,3,3,3,3,3,3,3,3,3,3,21.94238695,22.42572959,23.81217404,24.00836847,19.72920354,22.93017269,21.68938384,23.78187799,24.21520247,24.08134028,24.13675176,23.75421392,0.760693785,0.901529038,0.052485718,0.194834495,0.932716529,0.809448179,0,0,0,0,0,0,,,,
Unknown 170,3,3,3,3,3,3,3,3,3,3,3,3,22.51603246,22.5768545,22.0142588,22.43865527,23.36964083,22.06549703,22.42762303,22.82192993,22.33766886,22.33932654,21.88720533,21.64173821,0.918138344,0.47561421,0.035578245,0.507149697,0.997764724,0.678807464,0,0,1,0,0,0,,,,
Unknown 171,3,3,3,3,3,3,3,3,3,3,3,3,26.02050452,25.6508802,25.27212831,24.97107466,25.53990606,25.55493309,25.92487803,24.62941285,24.8872946,24.0191468,23.90704891,24.137891,0.564685385,0.638631645,0.981255122,0.051786688,0.182875129,0.718520791,0,0,0,0,0,0,,,,
Unknown 172,3,3,3,3,3,3,3,3,3,3,3,3,23.20504241,24.02380024,20.51390493,23.34743501,24.41698817,22.98547465,23.53957988,22.05546011,21.07757086,19.84455236,19.39511922,18.57900762,0.551619651,0.047415708,0.301598964,0.28458286,0.372207225,0.55289672,0,-1,0,0,0,0,,,,
Unknown 173,3,3,3,3,3,3,3,3,3,3,3,3,23.9722245,24.88906337,21.47605538,24.74159817,25.39816972,23.58551457,24.32861837,24.09524091,22.44538024,21.46640621,21.95332478,20.33566752,0.462998538,0.013812928,0.153316297,0.851020045,0.433606166,0.200614302,0,-1,0,0,0,0,,,,
Unknown 174,3,3,3,3,3,3,3,3,3,3,3,3,24.41516475,24.619036,22.88061649,24.26719914,24.93033077,24.02612034,24.77018108,23.96634148,23.9433674,23.49652143,24.10475441,22.55039161,0.745518882,0.035137727,0.158308155,0.207804292,0.478715905,0.019515883,0,-1,0,0,0,1,,,,
Unknown 175,3,3,3,3,3,3,3,3,3,3,3,3,27.81278555,27.70936686,26.31193102,27.43383619,28.16309237,27.67827502,27.87264167,26.85140094,26.89139982,26.05328062,26.16256582,25.50179163,0.881548277,0.115360924,0.486980231,0.1499916,0.234132121,0.345522895,0,0,0,0,0,0,,,,
Unknown 176,3,3,3,3,3,3,3,3,3,3,3,3,18.15480065,18.08390096,15.67674857,15.72151403,20.69557061,17.15581376,19.47132406,15.68369717,15.67842184,15.7201569,15.71349738,15.7249023,0.970546883,0.981400853,0.07478693,0.057731387,0.982659703,0.995261056,0,0,0,0,0,0,,,,
Unknown 177,3,3,3,3,3,3,3,3,3,3,3,3,18.72951094,18.93896692,16.08292261,16.92421461,21.59420842,18.10760743,20.28430252,16.70000143,16.23314949,16.2364708,16.09481489,16.12703431,0.921064915,0.691083053,0.108527082,0.099484239,0.998746161,0.987837226,0,0,0,0,0,0,,,,
Unknown 178,3,3,3,3,3,3,3,3,3,3,3,3,21.46343805,22.61829432,21.05480826,21.79255772,19.97526018,21.98308881,20.91749349,22.29298724,21.5901037,21.62879869,21.93744369,20.02941908,0.171659663,0.377008084,0.021973407,0.106285145,0.9627361,0.028670901,0,0,-1,0,0,1,,,,
Unknown 179,3,3,3,3,3,3,3,3,3,3,3,3,24.73334136,24.71170243,23.3597154,24.65162393,25.30394493,24.38276671,24.78723573,24.37876901,23.99182583,23.74978871,23.93537809,22.81744426,0.969789059,0.031457999,0.116335168,0.477029047,0.672425275,0.059622249,0,-1,0,0,0,0,,,,
Unknown 180,3,3,3,3,3,3,3,3,3,3,3,3,20.18652556,20.6651734,15.63112344,18.78290582,23.44663831,19.42497565,21.10470482,18.41226639,17.16550011,16.45611146,16.36811241,15.43981351,0.839998965,0.19154024,0.0992598,0.262258405,0.764888604,0.695728438,0,0,0,0,0,0,,,,
Unknown 181,3,3,3,3,3,3,3,3,3,3,3,3,20.72873673,22.2262499,18.33304779,20.22343306,21.03377525,20.82514853,21.66271495,19.80498156,19.89802455,18.49175112,18.4843883,18.11905873,0.347755819,0.238450378,0.894970225,0.246423429,0.377394738,0.817244655,0,0,0,0,0,0,,,,
Unknown 182,3,3,3,3,3,3,3,3,3,3,3,3,18.17469639,16.55908598,15.41584772,15.41259026,20.08604753,16.22538433,18.1519839,15.41866216,15.36935155,15.47600549,15.42756099,15.45186063,0.412912284,0.998673394,0.057963432,0.171446707,0.956587775,0.990104193,0,0,0,0,0,0,,,,
Unknown 183,3,3,3,3,3,3,3,3,3,3,3,3,23.93163639,23.22325699,23.18221202,22.47383262,21.61048775,22.31886714,22.37020177,21.66182237,21.20157239,20.493193,19.90590539,20.61428479,0.506865813,0.506865813,0.506865813,0.506865813,0.506865813,0.506865813,0,0,0,0,0,0,,,,
Unknown 184,3,3,3,3,3,3,3,3,3,3,3,3,20.24748356,22.11695697,18.005268,20.35782394,20.66574282,20.65686813,21.38290885,19.35920158,19.62539091,18.30641865,17.55313511,17.78848831,0.233742124,0.137323935,0.995421117,0.198523133,0.397304696,0.879065733,0,0,0,0,0,0,,,,
Unknown 185,3,3,3,3,3,3,3,3,3,3,3,3,24.39249171,23.83382871,22.49622895,23.4670818,24.521997,24.1154681,24.07121587,23.22064731,23.22192525,22.37242698,22.42883984,22.27072073,0.461354401,0.20561768,0.590942034,0.265619731,0.266206156,0.83398525,0,0,0,0,0,0,,,,
Unknown 186,3,3,3,3,3,3,3,3,3,3,3,3,22.10597159,22.54112147,21.62903327,22.06418315,22.82042202,22.38527214,22.10291434,22.53806422,21.97197207,22.40712195,21.73636138,21.30121151,0.462870509,0.462870509,0.462870509,0.462870509,0.462870509,0.462870509,0,0,0,0,0,0,,,,
Unknown 187,3,3,3,3,3,3,3,3,3,3,3,3,17.95982504,16.59329146,15.27946527,15.24256986,20.35210513,16.17678454,18.30704114,15.2205935,15.23050593,15.3288346,15.29738731,15.34352376,0.499433693,0.985380988,0.046875151,0.13450174,0.961053531,0.981720043,0,0,1,0,0,0,,,,
Unknown 188,3,3,3,3,3,3,3,3,3,3,3,3,25.75007878,25.3320221,24.83120195,24.7246219,25.45439946,25.4526293,25.81750224,24.44560786,24.86539329,23.94120272,23.87839452,24.18956653,0.487831623,0.858946584,0.997644166,0.029656188,0.132399085,0.604765317,0,0,0,1,0,0,,,,
Unknown 189,3,3,3,3,3,3,3,3,3,3,3,3,25.00051807,24.30987143,24.30152827,24.56904261,24.75906784,24.69051961,24.57717257,24.43251085,24.32775704,24.28418448,24.2739829,24.73275663,0.002538005,0.204159813,0.740925074,0.487065933,0.833426881,0.034723466,1,0,0,0,0,-1,,,,
Unknown 190,3,3,3,3,3,3,3,3,3,3,3,3,24.04773354,24.8867513,22.2155868,23.05460456,23.05343316,22.2144154,21.23063351,22.06965128,20.1662402,21.00525796,20.15288624,19.31386848,0.435929034,0.435929034,0.435929034,0.435929034,0.435929034,0.435929034,0,0,0,0,0,0,,,,
Unknown 191,3,3,3,3,3,3,3,3,3,3,3,3,25.72905016,25.35773319,24.55479516,24.44997152,25.24336809,25.3894636,25.69133329,24.06353778,24.70646172,23.59383497,23.76726416,23.71111671,0.594463788,0.880206056,0.833669112,0.026432757,0.118993581,0.935649768,0,0,0,1,0,0,,,,
Unknown 192,3,3,3,3,3,3,3,3,3,3,3,3,26.13627405,26.23356845,24.12820275,25.52750531,27.02616257,25.84694305,26.37208585,25.2817049,24.91980716,24.00850162,24.03156189,23.1551442,0.913171595,0.12609446,0.194219624,0.228803237,0.312299815,0.330798942,0,0,0,0,0,0,,,,
Unknown 193,3,3,3,3,3,3,3,3,3,3,3,3,24.14457639,24.76592768,22.08678584,23.86377436,25.32297109,24.36060356,24.58818802,23.24329997,23.34618674,21.9856188,21.91663355,21.21915064,0.533936383,0.083655934,0.338084687,0.184603568,0.179722825,0.485501392,0,0,0,0,0,0,,,,
Unknown 194,3,3,3,3,3,3,3,3,3,3,3,3,23.04292493,23.05417274,21.69272661,22.36765354,23.19874873,22.47965618,22.91955178,21.63827933,21.45608725,21.00798471,20.67745593,20.46558616,0.988716582,0.399658161,0.370015218,0.116617135,0.574436729,0.790093346,0,0,0,0,0,0,,,,
Unknown 195,3,3,3,3,3,3,3,3,3,3,3,3,22.43825931,22.40503528,20.06333424,21.81978265,22.53586443,21.83241395,22.17275795,21.06684367,21.00943958,20.0480121,20.26457696,19.91676589,0.96787268,0.04170309,0.397373342,0.188121964,0.250451041,0.673859511,0,-1,0,0,0,0,,,,
Unknown 196,3,3,3,3,3,3,3,3,3,3,3,3,22.85728557,23.67489174,20.18974499,22.56832743,24.1700513,23.39770535,23.52815809,22.76220567,22.04703865,19.91676284,19.99613473,18.60781986,0.522166993,0.070950362,0.545271462,0.548578267,0.103525249,0.28100297,0,0,0,0,0,0,,,,
Unknown 197,3,3,3,3,3,3,3,3,3,3,3,3,20.73282597,22.22322721,17.64131369,20.61124252,22.11123135,21.69104265,21.32953666,20.37776352,19.48268235,17.54566085,17.51410647,16.41399378,0.31723394,0.052994079,0.77583915,0.520412176,0.196824985,0.458210049,0,0,0,0,0,0,,,,
Unknown 198,3,3,3,3,3,3,3,3,3,3,3,3,23.53086853,24.01147763,22.07364143,23.63965362,23.87752953,23.13703368,23.81945088,23.44912462,23.27375107,21.94614442,21.89012118,21.79856956,0.482113532,0.028759415,0.282204085,0.587292105,0.060202601,0.892947336,0,-1,0,0,0,0,,,,
Unknown 199,3,3,3,3,3,3,3,3,3,3,3,3,22.25021793,22.34953992,21.6031686,22.59710594,23.42532078,22.28549628,22.77284495,22.42171881,22.0814782,22.03873504,21.99999726,21.11715779,0.840764947,0.053308015,0.028490066,0.479674451,0.931073841,0.08358375,0,0,1,0,0,0,,,,
Unknown 200,3,3,3,3,3,3,3,3,3,3,3,3,23.45763787,23.8695821,22.87323062,23.93347194,24.25125501,23.31287026,23.59257526,23.60646287,23.08410022,23.24395758,22.99045634,22.54161448,0.328287413,0.016867359,0.032255396,0.973441428,0.701992996,0.28771586,0,-1,1,0,0,0,,,,
Unknown 201,3,3,3,3,3,3,3,3,3,3,3,3,23.74811391,23.74167343,23.17606408,23.98194284,24.87807044,23.72323783,24.03974317,23.81096995,23.49338185,23.53479486,23.53318653,22.76108287,0.98815107,0.072625243,0.012773535,0.598903076,0.923930114,0.084604111,0,0,1,0,0,0,,,,
Unknown 202,3,3,3,3,3,3,3,3,3,3,3,3,23.20835565,23.02712512,21.46977213,21.65342363,22.97651489,22.11284252,22.47418109,21.14760982,21.42827449,20.82685407,20.87070471,21.39890584,0.786583188,0.783807007,0.204331652,0.056465638,0.372592346,0.432702379,0,0,0,0,0,0,,,,
Unknown 203,3,3,3,3,3,3,3,3,3,3,3,3,19.08225816,22.69321823,18.57427002,20.99246268,19.22326206,21.54683571,19.59148439,20.42878306,20.4745217,18.84358302,18.59601853,18.71699843,0.016893186,0.098395859,0.111514161,0.557164263,0.257574544,0.932160133,-1,0,0,0,0,0,,,,
Unknown 204,3,3,3,3,3,3,3,3,3,3,3,3,20.2239957,20.27285777,17.49104143,19.37257483,21.4535386,19.33139922,20.77847213,18.51716299,18.73282457,17.73993247,18.20180601,16.6492764,0.969924648,0.155347161,0.111017487,0.090604419,0.446393742,0.237867852,0,0,0,0,0,0,,,,
Unknown 205,3,3,3,3,3,3,3,3,3,3,3,3,22.98678268,21.64649864,21.96060197,22.03930601,23.39525814,23.72087193,23.43085252,21.42778639,22.73999044,21.61451277,22.00827541,23.06103696,0.081669336,0.915898982,0.66279117,0.012053977,0.14005803,0.166320223,0,0,0,1,0,0,,,,
Unknown 206,3,3,3,3,3,3,3,3,3,3,3,3,20.56458601,20.50457645,18.11769124,19.559947,22.00572583,20.29557445,20.07646046,19.3044369,19.86402686,18.39645657,18.64284694,18.72183213,0.950706742,0.146304617,0.087702236,0.429479774,0.139656262,0.935151881,0,0,0,0,0,0,,,,
Unknown 207,3,3,3,3,3,3,3,3,3,3,3,3,21.00810457,20.32394464,18.82184425,19.673066,22.64109445,20.36447592,20.43648606,19.41561393,18.99584205,18.33924015,18.13270379,18.33605142,0.541247626,0.448166303,0.05015759,0.364277769,0.557538595,0.855396151,0,0,0,0,0,0,,,,
Unknown 208,3,3,3,3,3,3,3,3,3,3,3,3,24.48861323,24.53644022,23.71131962,24.60157425,25.09750114,24.31444324,24.86483102,24.37177176,24.12454109,23.91258538,24.15577584,23.17470522,0.935793935,0.14275681,0.195099406,0.409618927,0.721427721,0.107936384,0,0,0,0,0,0,,,,
Unknown 209,3,3,3,3,3,3,3,3,3,3,3,3,25.49753667,25.0195477,24.05126899,24.25633152,25.3096569,25.30380276,25.60073788,23.90613448,24.63381489,23.43418987,23.61542532,23.79866855,0.503407132,0.773207766,0.993430079,0.02405585,0.101102833,0.7967436,0,0,0,1,0,0,,,,
Unknown 210,3,3,3,3,3,3,3,3,3,3,3,3,26.75349995,27.15730044,25.68141972,26.93488188,27.08523905,27.19514631,26.74640901,26.82973196,26.28577893,25.77065578,25.39637416,25.63848192,0.415383233,0.016700633,0.823434027,0.865641168,0.300904728,0.623761911,0,-1,0,0,0,0,,,,
Unknown 211,3,3,3,3,3,3,3,3,3,3,3,3,22.42857414,22.91934853,21.44441397,22.75587702,22.44797393,23.00090663,22.54868047,22.62453623,22.09233594,21.57041133,21.16269639,21.50397128,0.311373348,0.010805627,0.255415705,0.874343008,0.282332302,0.47900513,0,-1,0,0,0,0,,,,
Unknown 212,3,3,3,3,3,3,3,3,3,3,3,3,17.61201743,16.40256785,14.77639179,14.74564295,20.5328199,16.05449727,18.9289195,14.71596912,14.95877494,14.80829847,14.78065211,14.83596086,0.571407865,0.98848029,0.044093896,0.057062893,0.943673431,0.979280903,0,0,1,0,0,0,,,,
Unknown 213,3,3,3,3,3,3,3,3,3,3,3,3,20.06949708,20.46982961,21.41238866,21.12074151,17.93885181,20.86884768,20.05430587,21.22864128,22.14040935,21.78091703,22.02525768,22.47242639,0.795152131,0.849932734,0.066629012,0.448749229,0.815627489,0.771854913,0,0,0,0,0,0,,,,
Unknown 214,3,3,3,3,3,3,3,3,3,3,3,3,16.73984898,15.4304229,14.65870076,14.60919291,19.18182968,15.50761042,17.19057677,14.59596197,14.61170086,14.69006949,14.66386686,14.70135103,0.434042549,0.976250361,0.035170391,0.127991373,0.962414313,0.982017093,0,0,1,0,0,0,,,,
Unknown 215,3,3,3,3,3,3,3,3,3,3,3,3,23.14276451,23.94344867,19.09095419,23.11571187,24.89358741,23.33238012,23.126275,22.35356129,21.46053333,19.5003944,19.51868243,18.16738261,0.61387444,0.016816015,0.328815504,0.626247676,0.222818787,0.39680843,0,-1,0,0,0,0,,,,
Unknown 216,3,3,3,3,3,3,3,3,3,3,3,3,20.33568082,22.36646893,21.39046387,21.11211595,18.11261392,21.88682415,17.92374242,21.8161363,20.20524415,21.86300994,21.93298669,22.39025231,0.214349966,0.862686397,0.026142962,0.02221717,0.308163162,0.776428889,0,0,-1,-1,0,0,,,,
