m/z,RT [min],Name,Tags,RefMet Nomenclature,Main class, Sub class,Formula,Annot. DeltaMass [ppm],Calc. MW,Reference Ion,Wein_Blank 01,Wein_Blank 02,Wein_Blank 03,Pooled QC1,Pooled QC2,Pre_2_1,Pre_2_2,Pre_2_3,Pre_6_1,Pre_6_2,Pre_6_3,A_2_1,A_2_2,A_2_3,A_6_1,A_6_2,A_6_3,B_2_1,B_2_2,B_2_3,B_6_1,B_6_2,B_6_3,C_2_1,C_2_2,C_2_3,C_6_1,C_6_2,C_6_3,D_2_1,D_2_2,D_2_3,D_6_1,D_6_2,D_6_3,E_2_1,E_2_2,E_2_3,E_6_1,E_6_2,E_6_3
243.06697,0.998,Unknown 067,MS2 Available,,,,,,,,195127.5163,172783.0481,181224.3367,9844703.151,10179774.13,8162132.481,7288100.001,4900369.047,21458767.37,8252997.364,15461695.32,14665024.89,19000936.93,9610366.949,14782505.84,13171578.36,17676041.42,2543997.665,14043180.49,12100288.07,6050034.205,8301782.97,13740297.28,1052643.109,8139501.611,6683947.598,16647523.57,10172678.19,4450126.505,5329739.993,2994356.437,3270367.25,6539468.267,11247402.99,4688680.463,1128525.839,1380769.742,13020317.61,12382306.94,5102988.977,4994905.24
331.11862,1.013,Unknown 068,MS2 Available,,,,,,,,567759.7532,502744.3727,524541.1423,11099453.97,12021260.43,5553350.67,4846835.927,616446.7721,14034369.4,32012043.25,17272403.98,1292761.997,1855168.306,1100703.908,18369613.39,1050157.981,6022630.274,2662947.32,49449010.97,4480122.521,17857652.91,596060.401,32602683.29,2781041.671,3574627.829,708380.9462,2571209.437,7110229.087,1376046.329,4448251.604,950440.2786,20282231.04,6151993.088,3304335.905,6791385.014,1614148.568,1106146.325,5857230.091,15573958.88,2563468.712,61634392.59
327.2175,1.018,Unknown 069,MS2 Available,,,,,,,,2926659.521,2273389.136,1892311.772,8322467.755,8996278.609,35595000.28,12978046.92,10200627.79,25667805.1,16894456.25,21033557.19,2399084.521,8817092.776,6382459.252,9000712.458,4230781.04,7118474.526,4192616.543,5813064.098,9531772.117,9920438.885,5161491.798,3895834.729,2571132.765,3532196.647,4402916.144,8650717.546,3748225.538,9037171.14,2253510.795,4143746.306,6821002.278,4046609.949,3591550.238,4019883,3669957.129,2642403.975,6085867.775,6360499.72,4788048.704,5006035.38
297.17082,1.043,Unknown 070,MS2 Available,,,,,,,,5382989.302,2655157.636,2582837.26,13417613.34,17691498.6,35434652.52,14791140.91,6912652.659,31254260.36,2064839.607,8660882.026,9788954.533,30107593.49,21426463.16,22302381.89,4223133.462,3392716.545,23513564.74,10115749.23,13339358.6,32802095.83,10642219.78,6584656.793,9416531.959,4830082.321,5765148.064,23525074.33,8524997.902,11806216.41,5042482.038,5532582.399,31014914.3,27124214.6,6394143.43,12609616.19,1650530.021,4419162.875,1803213.078,3683447.949,18193722.71,5463331.754
225.92698,1.053,Unknown 071,MS2 Available,,,,,,,,264228.7886,1861841.668,1004173.952,45773514.72,37313162.02,37782473.27,36589691.65,38949508.11,35800093.92,3832607.598,278872.6517,36104189.17,25072795.44,23599822.19,30323228.19,29054935.23,31297410.29,48316577.85,334594.3154,315638.6039,33868553.15,31200485.8,31307067.12,18533654.02,34387247.33,37773949.68,63562612.02,236238.69,188567.1041,9292184.801,43022741.38,26717631.6,19749877.7,33290441.76,482866.7669,42840251.15,31811667.38,48799108.24,41689840.43,53544023.79,54348425.25
260.94702,1.082,Unknown 072,MS2 Available,,,,,,,,73228.42805,154593.307,211295.9802,25067744.88,26435978.38,38143914.5,5069804.497,18196811.68,25113575.48,22356037.19,145387.5848,17354464.63,18398947.57,17680959.77,31682421.15,14280253.16,10331067.2,35506734.07,120873.847,101060.4994,24806227.59,11339034.89,15669954.98,43484624.33,30048189.93,26659174.93,44163863.55,74695.75013,99041.66346,29469209.8,16997307.15,27923760.64,4201263.547,24355467.57,9243285.114,23596250.08,24802446.27,22019430.77,18249167.36,19193935.24,12689950.52
204.00041,1.139,Unknown 073,MS2 Available,,,,,,,,47845.75247,1496421.42,1919112.539,3585328.518,3091096.753,3447362.276,1240290.113,5313566.403,2534662.728,14120063.79,79582.19613,5173432.755,2416150.733,2791610.224,3844000.571,1242514.581,4510175.006,4565765.008,79941.89416,66373.94426,2871160.603,1079804.748,5635128.357,5034068.751,2623050.638,2506414.559,4478484.654,56212.4381,62031.40369,10598009.9,11315104.14,2668201.546,800232.946,5371604.622,2938597,7884660.701,11516183.4,2745057.137,3150821.668,2636151.205,3065878.485
209.94923,1.153,Unknown 074,MS2 Available,,,,,,,,80000.96062,3699751.24,4134125.906,577190202.8,609959890.1,798354823.7,279196649,580103720.7,431078028.1,895431689.4,2554943.522,491337525.1,285960141.7,275266556.8,494590350.7,222395384.4,223070939.5,997519341.7,2604310.891,2067170.229,598815017.1,211435274.3,369571632.3,1007213061,569937576.8,471117768.4,793163373.3,2549943.589,946360.0482,1224272951,738134974,495418942.3,174548547.6,371810858.9,476889560.9,644924990.6,755577632.3,659843917.8,647847203.1,390361263.8,470260105.4
225.92684,1.175,Unknown 075,MS2 Available,,,,,,,,65577.00728,1861841.668,1004173.952,18303145.58,14060332.16,19707236.27,23091865.26,25026180.41,12510776.4,3832607.598,91992.42661,29486042.73,10031235.17,9161915.856,14362552.25,6998593.909,13093286.21,83288381.21,78136.24734,90305.33438,17308063.58,10472505.76,14806824.34,54298796.42,40194171.35,25821767.81,28719828.64,186969.8444,98096.24964,9292184.801,45211766.54,15346879.9,8794067.014,19080198.12,302480.0959,41970478.27,40897977.87,36082775.99,31618985.98,22955039.62,58551132.01
110.97557,1.193,Unknown 076,MS2 Available,,,,,,,,2828086.604,299574.3126,1593353.711,8881689.503,8979262.956,6469686.101,5244061.619,7796406.201,17312897.88,4291794.124,4693490.395,4279847.674,12590365.44,12554050.4,6029736.719,2272608.298,4722383.106,6446352.078,6668494.649,11293378.81,7789914.291,4922026.048,4144824.046,7804157.667,3744578.259,6574196.953,9448543.674,11199843.5,11816353.95,7281290.007,5242342.174,8351376.106,4497581.271,3664596.953,4627120.361,6256680.585,3942357.671,3772248.748,1790637.469,16486866.2,2935471.239
182.93004,1.193,Unknown 077,MS2 Available,,,,,,,,45218.42426,291831.16,764068.3643,29219101.07,26120325.81,26999349.53,3813150.199,22756874.98,23941929.92,6762003.862,152711.5477,14312370.31,30131956.94,45909904.56,17134983.91,7549162.29,15580111.46,21242003.89,56715.02921,101970.0579,20360838.09,13033181.46,11625267.01,18360525.62,11923007.55,25507887.28,23704219.82,47900.88084,105433.8913,312033.1716,7268330.425,28037933.07,2184591.839,10182611.2,6295642.059,6210105.746,6016391.167,6459030.707,7944165.531,30254128.13,6824159.769
198.90786,1.195,Unknown 078,MS2 Available,,,,,,,,38713.43872,56413.50987,117732.4573,6648500.04,6832851.499,6006327.771,3350265.533,7184902.246,3804222.748,267454.3341,49826.81798,5467927.419,4146871.53,5404343.633,3795387.882,2064424.02,2879983.557,9667661.108,43236.57001,42503.70415,5407451.156,5546070.562,3367861.96,8476878.866,5272737.683,9541113.131,7803913.616,41010.00522,40410.50049,66102.98132,3059246.308,5328200.913,1889312.519,3531065.525,44083.06155,2581318.982,2818803.009,3268352.285,3214583.723,8033471.591,2651648.195
186.96617,1.221,Unknown 079,MS2 Available,,,,,,,,50839.03664,51030.73986,55062.23008,2170127.444,1960330.122,135458.0023,8237684.55,12376657.69,171296.2708,60690.77002,55205.35872,7861992.14,258916.5601,230099.5396,209367.8319,9283214.527,8858103.489,96196.85669,56778.87678,52839.21537,121134.3564,15766655.47,6753222.396,112417.3048,8865874.949,360967.9255,170848.32,50838.33053,53652.63324,465215.2041,55447.26245,268086.7741,12530262.38,9068110.38,50757.09758,64824.25074,58968.72017,4419252.042,56742.40217,232358.0284,55818.84823
126.93576,1.232,Unknown 080,MS2 Available,,,,,,,,188787.9378,167808.7747,121915.1151,18344492.22,17067007,20818097.47,16316989.58,15546261.18,21096360.02,21467395.89,17316684.49,16468013.66,20508411.09,21574694.69,19188073.41,14161544.32,16160382.94,13572260.22,20381875.63,18743624.59,14436664.34,19713135.58,21100897.92,15323430.13,26034762.91,14344882.11,14758663.73,22514191.36,19126368.42,34276374.61,21100318.33,20067472.01,21107591.12,21722426.08,22573789.06,20838078.99,25093598.93,22347601.63,20612485.55,16551780.99,22902095.66
152.98609,1.272,Unknown 081,MS2 Available,,,,,,,,185882.8628,148365.5866,106293.4403,4041219.835,3579995.879,9192515.975,975026.9696,987297.5705,9842799.428,1628209.489,1454364.498,1153824.173,10484286.32,9090108.218,12551266.54,933873.1528,861025.9056,8155861.874,1244052.623,1712016.667,8350844.306,1232335.794,1087661.733,8547638.923,1309075.841,8140566.957,9151847.997,1767393.387,1186745.876,2014872.627,767058.644,8781544.504,1261040.714,1365286.783,1600444.713,1804948.324,1056019.772,1487845.68,877918.8138,10024572.85,1231770.31
471.34959,1.289,Unknown 082,MS2 Available,,,,,,,,21585.50704,24267.34646,24698.30188,2513832.778,76347.96133,97163.1344,4966185.587,2708565.608,129348.3514,6102847.001,4486338.439,4610824.199,4969431.253,3854976.712,146795.1801,3782911.112,4490532.859,3680724.981,8306117.713,3646232.572,186947.5724,8944182.662,8713523.181,796707.0672,9209808.037,608515.1276,2386542.408,9909841.535,3631548.253,16105973.33,3329707.93,3693420.242,10633959.9,12671981.79,10094769.73,8520362.743,9053197.211,8048097.862,8481454.666,1540765.196,8591346.722
189.00928,1.313,Unknown 083,MS2 Available,,,,,,,,69171.50204,81180.08378,79036.29088,3592283.22,3332640.757,1309084.254,6256572.677,6662910.708,1223236.081,4983624.186,7836088.015,7078164.603,1223893.903,1066264.157,838293.0373,5762211.213,5643422.585,734517.9679,8180166.435,9665952.749,804138.3964,9767959.135,6976052.452,818467.8357,8051303.889,1198474.577,939917.5451,6170737.346,10142055.99,346402.4687,4018022.285,992029.3623,7681616.533,8932179.625,7588504.727,6185609.36,5765318.296,5674017.721,3735345.52,1096992.71,3879838.097
200.00259,1.315,Unknown 084,MS2 Available,,,,,,,,147569.2176,157385.3785,156764.681,8590265.098,8006560.475,14762730.02,20478473.21,14209708.91,9895743.214,17052014.12,12862570.38,8960904.795,5222274.061,5179716.321,8040963.438,6115955.45,6012601.754,10313179.9,14139397.56,7643914.907,13865349.8,10483638.42,10101250.41,13019234.49,7405095.423,4324694.062,13487829.6,18080040.8,8339021.138,35858347.01,7551103.877,4622493.796,13561232.95,10233830.41,12065832.39,11722773.68,14164117.8,7269772.479,12418705.26,7399632.105,5613466.647
347.11321,1.325,Unknown 085,MS2 Available,,,,,,,,21869.27816,23966.47986,24236.29869,4916668.739,4222876.561,2157869.459,4552435.023,354278.5136,3934169.56,18185294.04,6731320.885,1897811.686,1029680.77,1549587.185,7013317.322,1812442.468,1091138.005,1968782.717,13171392.22,2571343.936,8078518.224,664496.4005,7253850.408,1478241.952,5165959.877,958007.0992,1653728.782,6361097.52,1306838.237,6792836.08,1326702.497,4962940.114,6046699.812,3129104.952,5132700.958,1641008.62,1930978.259,2784023.091,13493698.05,1073138.616,21537312.33
273.07806,1.349,Unknown 086,MS2 Available,,,,,,,,27963.14429,32817.71147,31951.0657,4180438.611,4511561.308,9072685.518,2132026.048,974962.0338,8879163.421,23552809.09,5031157.898,292027.9158,8066949.273,931396.989,1334113.023,2744904.344,1137597.065,766790.2455,2923760.715,6459853.012,16497155.61,2434763.509,1598321.687,165626.3714,2568673.746,1550121.098,8165887.534,4664913.349,626488.102,1833176.705,8302134.091,3051068.911,6100106.781,2914100.835,4608888.377,1927503.729,554449.6594,6857297.811,23397036.95,205308.7149,4972013.142
169.0273,1.385,Unknown 087,MS2 Available,,,,,,,,126101.806,134055.3674,91826.58558,6261929.636,6501235.502,3679335.188,10469153.86,11056434.15,2821806.514,11479399.59,11077711.49,11544790.62,3408499.078,3024178.724,3247860.333,10006647.6,9939251.714,2413414.493,11462443.85,12134102.6,3236341.862,11410785.46,11437290.86,2990693.982,12728161.96,3310618.039,2999319.657,12571008.5,11349244.83,5767827.488,11694784.68,3127987.825,11562963.9,12369919.06,12297627.45,11821212.84,12137884.86,11225220.85,10486718.81,3370144.371,10673037.05
128.89196,1.66,Unknown 088,MS2 Available,,,,,,,,276530.6822,752996.9845,1845839.155,376111763.7,397882518.4,439023689.5,57228009.34,312541578.7,391406822.2,422200644.7,1451649.994,348951929.2,357683648.2,405614238.5,435154142.2,275826891.6,370319338.4,424045202.5,778949.3245,1399049.008,302878842.5,135444965.2,323699701.9,425122254.7,337279441.5,427748175.1,446328893.2,562360.3032,1162997.322,34231910.59,365016558.9,443999055.4,35678164.93,294383235.2,162909333.5,313907835.4,387971211.2,355596933.5,361770482.4,375093889.6,322195260
183.00648,1.894,Unknown 089,MS2 Available,,,,,,,,3445293.184,2008642.698,2406266.522,36542815.85,39152868.61,33161081.74,38385804.81,24449546.46,54484499.01,76510188.7,66320002.24,21967069.95,24766775.07,23912545.2,46580566.05,37949427.35,24631099.94,19561313.08,82219665.41,47659382.17,50771309.07,34283937.27,61477904.26,19637605.92,41852053.01,20434529.65,38343871.24,45676882.18,33471479.93,57123718.5,30194884.21,52375669,59262117.17,36727835.59,47856803.35,28610858.8,29052269.45,56706643.03,70675365.73,23038561.57,107017074
95.97595,4.125,Unknown 090,MS2 Available,,,,,,,,349177.2291,431215.322,190721.3663,22659803.18,21673039.07,21630469.46,31705315.37,28852504.98,35257267.24,22421510.06,27994102.91,35183643.86,19079834.87,29845361.43,19362216.27,19568459.4,20762706.03,76876813.93,28747623.19,20289525.99,26163293.47,28045613.64,25021595.5,68814188.78,29686093.15,24897164.07,37129305.7,26006785,27899446.5,87052.94434,32664457.03,35618735.07,29152739.69,21561687.19,22554557.52,68264.70431,68945.73212,28878518.02,24640599.02,23776243.94,19979091.73
415.12503,4.309,Unknown 091,MS2 Available,,,,,,,,83331.91943,103756.8669,117099.7201,73625487.78,86026654.36,96950045.36,73134079.9,33789600.28,210794253.6,148348694.7,165797930.3,9552428.426,147212582.5,149112791.5,20496333.53,134882815.9,61154315.19,14763954.26,143741232.8,89116786.04,465798356.2,28468657.97,89624413.33,5268235.862,88239787.73,71425597.17,46661308.07,128952528.5,67142705.49,330985.0157,48687144.36,202850287.7,118073743,107362798.6,79116276.51,3301126.405,1951269.75,198537823.7,191435789.5,11263430.5,252177104.3
257.04954,4.311,Unknown 092,MS2 Available,,,,,,,,101502.3092,237598.9771,563535.7944,607887228,273368540.9,130794194,163120595.2,280360007.6,482039923.5,185341621.6,294205990.5,953218115,556964071.8,420627397.6,468201844.4,449344754.4,473749946,843034461.6,208465953.7,271311128.1,458772363.5,165781240.5,170124937.7,1158972212,203280060.5,886503576.1,831895913.5,263914097.4,187941693.5,167879.0683,402224386.4,931843586.2,289779272.2,208381735.9,261584681.3,123200.9727,215246044.2,1040227690,422814397.2,930318353.2,201972226.3
241.01825,4.317,Unknown 093,MS2 Available,,,,,,,,108032.799,109362.4827,109193.9588,22988775.29,21061028.47,29593404.62,14679905.2,22866458.13,31699964.32,11912332.05,21081356.04,18590356.95,42358797.05,34989985.51,11955048.61,28774835.69,28099449.87,15530492.84,13368816.06,33051358.75,23534386.85,11437315.67,9036274.152,44207639.24,13583768.37,54374312.58,29479209.55,20419003.05,9430189.788,134260.2429,61516015.53,47913405.03,19627116.21,15001212.03,15573319.6,7387613.699,1090934.15,29156259.53,11032891.69,53498461.18,10400123.3
255.03405,4.317,Unknown 094,MS2 Available,,,,,,,,92387.09234,93524.20636,93380.0887,7677399.26,31660352.55,8369738.06,12901637.6,10301990.28,9790884.442,16495289.04,11454581.91,5038824.064,29698615.63,16552661.1,2708325.502,21469714.72,21967763.56,13278924.24,24367811.13,25411616.08,10080027.56,15932849.91,15741972.68,15474457.35,19842085.33,18775707.76,15229575.28,37911374.58,18913489.85,206520.2589,58220654.6,19170009.96,23056982.26,22128770.93,20017415.95,144578.9627,1077803.911,28973856.7,2967753.35,18958726.34,36148183.81
258.0528,4.318,Unknown 095,MS2 Available,,,,,,,,93741.27522,94895.05672,94748.82663,77990704.34,30902456.97,14482140.24,19733679.88,31618120.4,55054171.48,20453380.68,12793802.21,113440250.2,64498806.95,48765137.59,70777459.8,52825171.69,56260964.58,98230950.58,17548021.51,29590327.56,55103562.26,23287059.22,19225123.96,155755718.2,23477121.65,102459773.5,106283517.1,28860177.85,13594216.39,116499.1234,192327129.8,108617828.2,52394826.52,27922641.4,29657750.02,40052262.26,26910114.25,106594046.5,73535513.77,108390948.5,23153179.24
211.02851,4.332,Unknown 096,MS2 Available,,,,,,,,88856.92333,84833.55935,86329.89023,1856972.573,1588218.922,3627189.507,18529459.42,45357845.92,6757884.651,34319380.14,29399889.61,829240.4011,16072076.87,3229964.344,586887.4976,23461628.48,16520606.47,5476783.76,4595723.956,28338662.62,3532346.542,23695402.69,10363193.67,3270936.179,3543592.524,3319145.843,3255701.923,11860631.05,30399019.62,106147.5576,7058682.119,2678573.888,2303136.907,4090017.562,1744354.095,103670.7928,98963.06956,4727449.062,1056170.018,3593170.914,1973728.699
243.03385,4.336,Unknown 097,MS2 Available,,,,,,,,78420.75584,535131.8282,837389.5467,47492076.37,46888739.52,53567299.15,183865003,172148215.4,103989170.3,159444612.3,235400878.8,23418502.46,286735938.8,153563035.8,1778636.253,238932002.9,242673223.5,185083137,226694349.9,282997878.9,56762735.55,152286320,137998599.5,290432112.7,171192056.7,166131198.9,75123567.83,293532669.5,200009528.1,98355.62791,503966601.3,318487915.4,290600351.9,200940671.8,235530729.9,923962.1753,91698.52856,197774358.6,14805745.02,257792475.2,141310731.3
185.02206,4.342,Unknown 098,MS2 Available,,,,,,,,67906.22887,1739127.552,3028083.296,16758277.49,18119225.34,14008258.49,670530764.4,375426836.5,40568169.03,620378645.7,407875516.4,11735675.27,403810013.3,1848145.17,19541099.64,848206578.1,916565423.9,202587221.7,758885675.1,566685253.8,19153140.94,578595602.3,235580484.5,110307220.7,613359494.2,38459042.57,20214340.08,721610562.1,878122195.8,12172168.11,572422583.6,101765692.7,492098128.6,564532241.8,514535615.7,22140261.54,13707646.03,442148873.9,44594877.69,729929701.2,284915768.2
230.96437,4.36,Unknown 099,MS2 Available,,,,,,,,62250.51958,61073.25317,63498.33751,10958859.1,4423849.813,37149263.75,64308649.78,32941818.49,10389755.13,40364751.17,43973022.7,6891629.432,2787652.195,2792646.253,9138623.657,7788883.406,6030261.469,38936755.37,38104522.47,12828828.89,22896023.95,13325990.79,9955599.579,47871378.03,22116923.85,6379888.783,37807913.43,28092283.81,13428856.35,78074.85245,20830732.77,4143939.95,52879222.51,27538215.64,17240245.16,2184755.403,313369.362,30287317.36,26380291.8,11260738.05,12257442.41
142.98054,4.375,Unknown 100,MS2 Available,,,,,,,,58117.14739,57018.05028,59282.11146,28001573.12,20803887.37,45912528.4,30776210.14,23104475.24,28102962.29,25477282.73,12519212.24,12441292.87,16761881.27,10652633.85,34132789.8,7678356.223,9503287.877,38857228.64,10821292.69,7344105.331,32962243.92,8542583.999,9394600.25,50152370.35,10541372.62,13774233.61,51104053.48,11993700.02,8738887.042,72890.76039,15435038.89,14863508.72,16201413.41,12991104.79,8570395.929,8748371.375,7720358.783,12066740.36,38652213.2,29707229.78,10978140.2
144.02996,4.521,Unknown 101,MS2 Available,,,,,,,,1936256.22,5380089.943,3661457.13,14914499.4,15259151.02,33939203.57,19894974.73,17333768.61,46023382.71,20956259.08,84481949.43,12321055.69,17741018.52,21827399.3,14586005.36,35042610.04,40563375.9,14103748.52,28504964.92,16187865.64,24721045.14,13139771.36,17295894.87,10703363.06,28014534.73,19024390.29,25675952.2,18257480.77,11155205.96,2168297.707,11469713.04,25180402.56,20277006.19,11448716.37,15351035.41,12416233.18,13313050.25,19452380.6,32028728.83,13901066.28,30590940.98
415.12468,4.538,Unknown 102,MS2 Available,,,,,,,,88369.97469,85197.66147,89479.2671,230530836.7,216041306.7,262615182,32757038.65,22823148.85,425485290.5,114364515.8,104555052.4,17017049.53,256217428.9,316311522,116114615.9,98903843.87,32420162.88,26210484.41,60450936.58,42027941.32,1159121799,18464785.15,47267024.51,43342940.41,29543290.67,137183387.2,141081741.5,61533875.55,25797563.32,540120.6612,14640327.67,353284200.5,71361909.72,79047254.74,42034392.24,31161313.36,30614243.51,109363886,535390825.9,17280602.34,461121770.9
114.97806,4.559,Unknown 103,MS2 Available,,,,,,,,61485.09083,59277.89356,60540.82137,28388274.56,14296178.08,56947472.25,44566314.4,45149820.46,34966495.6,42749368.02,37309764.28,18372718.42,11894284.25,10234929.33,15010673.62,10988138.44,7634838.068,77144991.65,18688756.96,5890725.412,32329084.38,13010829.5,12643971.05,77815846.09,21927380.6,17461435.15,64599624.63,15911237.92,9617328.49,76340.51997,17094358.73,11335792.06,35371978.11,31343471.66,11618950.65,12509837.15,736580.7485,7880258.891,54816988.92,25520367.78,13678673.34
258.05284,4.564,Unknown 104,MS2 Available,,,,,,,,132180.2353,133135.1412,132849.8338,78050750.6,30902456.97,44149168.35,19733679.88,31666854.55,55012997.36,39805915.4,12793802.21,117476269.1,37504860.39,39957562,70823722.6,52825171.69,56260964.58,98357098.4,17548021.51,17957048.88,55103562.26,23217571.26,42084211.35,155755718.2,45126655.72,80351341.46,101817706.2,27347603.93,13594216.39,164116.3372,148534506,84721694.33,52394826.52,69977015.42,40979011.53,52017784.89,34826547.3,138721367.2,82660381.28,108390948.5,79854661.77
114.97804,4.576,Unknown 105,MS2 Available,,,,,,,,71735.89347,72254.13304,71286.51429,28388274.56,14296178.08,56949688.51,44649120.13,45131966.92,34959460.42,40780521.78,37350830.12,18405144.36,13128199.09,10234929.33,15010673.62,11135451.84,7634838.068,77144991.65,18475148.41,6233173.16,69218561.61,13962198.77,13158490.25,77815846.09,21930412.33,16938212.84,110230792.8,15991836.5,9739330.718,89068.02178,17372167.12,11335792.06,33006360.17,31386085.4,11908612.74,24116523.18,6234109.595,24923378.78,54810805.13,26881551.51,13678673.34
257.04963,4.576,Unknown 106,MS2 Available,,,,,,,,108009.1759,133175.9396,135255.6353,665601397.6,279627051.8,239020643.8,175591548.1,285414819,348473902.6,353593851.5,166931042.8,1004434447,313537289.3,337746162.1,597324015,463243477.1,488044006.8,646642308.7,159593466,162348418.3,478378874.4,216409684.5,362747929.2,1043806076,390927896.5,682028603.2,924272074.1,240415732.6,122754632.1,34938840.98,1249529010,709697382.9,452146177.6,610190972.1,350537870.5,746616092,606584910.3,1182490295,704355618.6,725620810.7,686075347.3
255.03391,4.581,Unknown 107,MS2 Available,,,,,,,,109051.4962,109839.3138,109603.9291,35622678.86,31660352.55,36552828.88,16616898.92,30842985.9,35900066.74,33269872.37,23228608.91,19693376.35,82192281.06,61969509.97,47688180.3,23029566.62,21732439.15,30003788.54,23219353.6,31051428.55,62055980.89,31697726.14,61858780.47,29242721.16,40440030.68,72845334.57,100674676.8,36956796.85,20393806.95,941990.5948,157317854.8,20648844.09,29996321.82,52993163.1,24512222.87,30806655.22,11869722.19,17018336.21,17334455.47,51071683.65,36148183.81
261.03524,4.581,Unknown 108,MS2 Available,,,,,,,,82417.20812,83012.6124,82507.9553,140848.5988,139716.119,396952.3401,8668354.775,20413241.94,831468.6712,60740043.15,2577684.979,15970341.4,5291536.798,171500.9171,134354.8281,17929962.27,562876.9076,1421134.03,326569.9866,16254355.63,648618.2199,25485043.46,2161681.027,208175.1257,4221391.929,223378.3967,1493781.592,1140460.426,46341098.24,102330.0517,41610254.95,204343.4021,776228.5206,19612978.75,2454381.731,29257623.12,1463318.871,8231765.633,729989.8079,16738583.4,1210459.186
241.01829,4.583,Unknown 109,MS2 Available,,,,,,,,119178.252,120039.228,119781.985,34624800.18,29354875.77,39002681.73,14679905.2,24387170.49,28848743.59,24235610.96,9895264.747,39422594.09,29474285.61,34989985.51,37831326.08,28774835.69,31914847.35,15530492.84,14773706.83,16783129.69,31288362.64,18280162.61,20812862.86,44207639.24,21076731.94,46558828.4,50486922.42,16490533.14,9430189.788,147972.9411,97811766.46,47913405.03,25844290.4,30920499.69,19948672.17,36700458.21,12480044.87,55786190.17,29093418.73,53498461.18,30007363.73
211.02842,4.587,Unknown 110,MS2 Available,,,,,,,,100003.0412,100725.4903,100509.6365,9309693.229,10232373.94,28428020.42,20937304.71,89489193.04,38041250.87,48589846.92,15154318.35,6136928.358,22767358.75,30526576.25,8043032.241,19821420.04,21290088,5476783.76,3014536.32,18685162.24,23169710.95,22101384.01,29605612.05,1501094.653,3009559.787,2078541.495,6477388.222,12748870.93,23971010.61,135669.0008,7058682.119,870930.548,2303136.907,5484372.194,2332489.447,4938328.194,2265449.832,4347108.178,1056170.018,13866148.63,1973728.699
243.03372,4.604,Unknown 111,MS2 Available,,,,,,,,110239.3806,111035.7798,236811.5396,557712564.5,499050877.8,706288169.7,292829724.7,454466499.5,656401933.7,471524234.9,326053376.5,1103741268,964812438.6,741205161.7,506401877.7,290282809.1,318813376,761385962,274065046.6,393943478.1,622169014.4,392795498.3,591027068.6,1382001919,473368653.5,1144922608,902519306.4,349705431.6,235020838.1,422661.7501,1765459877,1065002897,590307081.6,676214841.8,419712886.4,700540168.9,187459919.6,1045411779,663846182.7,1157565837,696639738.6
229.01803,4.608,Unknown 112,MS2 Available,,,,,,,,123881.1593,185611.9464,401301.9206,614223.768,583891.7841,43106660.34,153326888.7,304168121.3,20983429.86,29374289.59,210996697.8,51323289.35,117905105.4,15386835.35,210555.5108,228354684.4,158912026.9,132052912,274328145.8,241154583.4,4225174.682,274777694.6,26131584.66,145986164.5,31573891.54,31524420.37,1434539.113,121751034.2,150523264.5,825670.608,154189933.2,52650195.41,43611700.03,89950731.82,82139620.52,20014488.68,11092146.1,11775756.15,70140481.35,64705081.36,34442020.34
