m/z,RT [min],Name,Tags,RefMet Nomenclature,Main class, Sub class,Formula,Annot. DeltaMass [ppm],Calc. MW,Reference Ion,Wein_Blank 01,Wein_Blank 02,Wein_Blank 03,Pooled QC1,Pooled QC2,Pre_2_1,Pre_2_2,Pre_2_3,Pre_6_1,Pre_6_2,Pre_6_3,A_2_1,A_2_2,A_2_3,A_6_1,A_6_2,A_6_3,B_2_1,B_2_2,B_2_3,B_6_1,B_6_2,B_6_3,C_2_1,C_2_2,C_2_3,C_6_1,C_6_2,C_6_3,D_2_1,D_2_2,D_2_3,D_6_1,D_6_2,D_6_3,E_2_1,E_2_2,E_2_3,E_6_1,E_6_2,E_6_3
277.21791,0.989,(±)13-HODE,Not in Internal DB. MS/MS match only,13-HODE,,,C18 H32 O3,1.35,296.23555,[M-H-H2O]-1,161191.0078,142732.6817,148920.9387,19902497.96,26158467.67,22055510.91,24744396.38,20811150.58,57806193.9,73558585.04,54601635.57,16229888.67,32361070.47,19720529.13,37991490.03,23144107.41,29642860.69,15744696.6,24807016.14,35595081.48,30236184.21,33460918.5,26000387.47,9817746.706,11730033.18,12685958.68,42449946.48,22091688.29,28727603.04,7721205.277,21090710.9,19625885.49,17397004.54,19785857.17,22378302.17,19792806.28,16082425.76,16385073.8,51331019.65,31472953.79,23524443.17
471.34918,1.009,"10,11-dihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-octadecahydropicene-4a(2H)-carboxylic acid",Not in Internal DB. MS/MS match only;Potential ID (Low Confidence),-,Isoprenoids,C30 isoprenoids,C30 H48 O4,2.52,472.35645,[M-H]-1,435692.3256,385800.2679,402526.8591,104245688.1,115793793.4,153358006.9,84913105.77,130894031.2,173246433.9,93661516.57,134458794.4,81353177.03,136176922.5,134341958.8,138750765.6,61221909.05,58979459.65,132007800.1,130861858,101946242.4,129702934.3,111275104.6,118817095,62301274.43,91866065.61,21355006.39,88315452.42,88481260.64,71010968.69,104805954.2,37391769.38,134852329.3,121120585.7,133216202.8,109282248.3,103895619.8,90751686.48,96719470.28,124106618.6,55310696.31,117398268.6
469.33357,0.997,18-?-Glycyrrhetinic acid,Not in Internal DB. MS/MS match only;Potential ID (Low Confidence),-,Isoprenoids,C30 isoprenoids,C30 H46 O4,2.63,470.34085,[M-H]-1,187680.6962,166188.9793,173394.1974,57714918.17,74573972.29,66135390.49,65026992.94,57417408.59,87951652.29,50532257.78,93483782.35,38745432.07,91752793.02,102158812.5,79940091.93,59207990.85,49312622.3,58576597.46,93387498.74,60941031.06,32925000.32,68395149.45,69073644.78,46711776.64,63475314.67,49568686.41,64138820.47,53152479.1,79513155.2,54799456.99,40792381.1,53805316.58,70954710.99,76928393.24,66757103.86,83933641.31,65319035.19,51929292.69,55258416.74,41293719.14,78064771.21
487.34421,1.086,"3,21,23-Trihydroxyolean-12-en-28-oic acid",Not in Internal DB. MS/MS match only;Potential ID (Low Confidence),-,Isoprenoids,C30 isoprenoids,C30 H48 O5,2.67,488.35148,[M-H]-1,396443.6383,552144.3146,332473.3454,101471213.4,112289734.3,100932697.7,88698658.81,65769627.79,119669741,76058563.21,111236522.5,65379846.36,109278179.1,128945508.5,115600074.2,93767032.56,83723713.72,91916881.73,112092754.9,86481541.05,72744482.92,78212641.85,92767220.72,81429461.75,82479934.56,94452599.71,108703618.3,61603080.51,109598282.1,80597867.99,78906223.12,101118793.5,104758818.5,94258462.7,105866516.1,109966386.3,59086893.33,83292033.62,95227213.1,58614140.4,104793019.2
497.36523,0.937,"3-Acetoxylanosta-8,24-dien-21-oic acid",Not in Internal DB. MS/MS match only,-,,,C32 H50 O4,3.19,498.3725,[M-H]-1,37969.78687,57208.55648,58209.01295,2351664.444,2085226.408,420279.1656,984869.4549,2099342.421,4405965.859,1646078.092,2825465.923,969591.5512,2030860.954,3714255.623,3417632.384,236072.1625,749989.2497,6336731.934,2323419.018,2012918.676,2242516.255,2475513.773,1634184.908,379521.1312,1636244.002,671792.2475,1726512.321,2919410.003,869683.8719,722978.536,262642.2,2274843.993,4431977.45,4925959.586,2611931.057,2612222.684,1535659.789,2827194.731,2870114.752,472360.7331,1527457.734
305.24881,0.98,"8Z,11Z,14Z-Eicosatrienoic acid",Not in Internal DB. MS/MS match only,Bishomo-gamma-linolenic acid,Fatty acids,Unsaturated FA,C20 H34 O2,0.69,306.25609,[M-H]-1,305821.1026,148010.9037,778488.9308,2294903.945,2171648.954,1763472.396,1511670.288,1571457.553,8192906.429,5446510.674,5666250.519,4495129.868,6961057.565,3505131.383,3174766.388,2111826.253,3557719.618,1698715.272,3398256.528,4086213.887,2621279.005,2288437.084,3575529.764,658679.3316,2432360.381,1463391.472,2755206.679,1955432.219,932784.2855,789944.4378,1046338.57,3220534.824,3241921.399,4035191.765,1084363.472,792532.8988,1064606.933,2250428.545,13674241.21,1357743.309,1476111.098
485.32861,1.006,"9-hydroxy-5b,8,8,11a-tetramethyl-1-(prop-1-en-2-yl)octadecahydro-1H-cyclopenta[a]chrysene-3a,5a-dicarboxylic acid",Not in Internal DB. MS/MS match only;Potential ID (Low Confidence),-,,,C30 H46 O5,2.81,486.33589,[M-H]-1,351337.3012,311104.9173,324593.0488,57632003.07,79341731.21,54426572.37,69004230.99,50604884.15,78526311.21,44102749.35,86595110.62,32759538.9,71592040.54,109891098.9,72221000.68,77325137.63,59027318.04,68433486.83,89585042.75,56703495.04,65216536.42,54234467.8,60934471.13,60391877.15,59230946.44,70866490.85,95624999.32,51478483.75,79408302.67,58663055.26,46984710.87,65518887.74,71156328.21,59440307.92,70857695.27,91249760.69,44212477.03,50074503.71,63996530.71,42314527.52,80539596.14
303.23308,0.981,Arachidonic acid,Not in Internal DB. MS/MS match only,Arachidonic acid,Fatty acids,Unsaturated FA,C20 H32 O2,0.43,304.24036,[M-H]-1,737750.2577,401701.6111,1326605.532,4155714.766,4908042.856,4824304.556,4092563.749,2423484.89,18640975.41,6897988.404,17655551.62,2875631.837,8223974.515,13461142.05,4668513.368,3905703.015,16498124.51,2327874.864,6085927.705,4386238.075,8297986.157,5375142.665,6298336.396,1859791.202,4063329.021,3031661.911,3646937.905,3117779.971,1649638.772,3052275.431,1790197.698,5020399.124,5929085.098,6632268.279,2499758.015,1646083.319,2683520.722,2540779.923,11106358.7,2220348.882,2408892.046
471.34923,0.822,Armatinol A,Not in Internal DB. MS/MS match only;Not good Peak,-,,,C30 H48 O4,2.64,472.35651,[M-H]-1,188260.514,168870.7663,246690.8865,6224964.105,6090557.25,2683296.261,7930683.633,75197879.91,2364535.759,7144268.246,2311005.048,3875631.448,7815347.723,4588900.545,6912299.512,15150739.32,17003097.49,3088079.005,3705439.779,3989123.165,2674965.639,7431524.594,6685911.224,3987784.207,12824005.74,5839486.948,6762618.183,9527474.107,35439337.27,13934292.98,9895114.251,1288356.144,4828108.726,6142975.409,6897087.957,13897926.67,6172462.527,2651606.709,3257957.741,19472900.84,2768882.333
174.08809,7.433,Citrulline,Confirmed ID (HIgh Confidence),Citrulline,Amino acids and peptides,Amino acids,C6 H13 N3 O3,-1.87,175.09536,[M-H]-1,12301.35408,15407.88272,30141.15653,2989533.301,3271792.387,2444569.481,2319497.585,1292066.922,4167580.761,3254104.58,4717654.618,1180077.549,3320911.677,2426403.513,2713468.528,1985533.224,2423864.869,1570459.243,5430829.885,5655245.486,4096883.506,4217872.494,2983428.328,1249382.567,3095313.745,2654446.862,3380758.318,5149209.56,4058992.443,1719561.486,1469295.51,3947630.08,1958749.151,3044448.919,3295039.211,2062248.797,1772484.965,1331772.604,2491186.369,2318994.503,2569965.932
146.04556,7.276,DL-Glutamic acid,Confirmed ID (HIgh Confidence),Glutamic acid,Amino acids and peptides,Amino acids,C5 H9 N O4,-2.17,147.05284,[M-H]-1,24109.62235,95940.50711,315125.4648,21376501.05,21661010.21,40939752.24,48059301.3,30526341.71,24658381.9,32514239.38,60868801.13,9967681.701,16833042.39,23149057.89,9995127.362,12569560.24,12273262.51,17018113.08,54623134.04,40964623.73,24200239.15,38179865.94,22977800.47,8265628.914,21621429.7,21430323.94,17200008.29,40845279.63,38950029.1,21188387.03,13765894.28,20081857.88,49607952.69,21275476.4,23479841.12,25659840.77,22956472.77,27684797.58,37991040.59,18865149.79,44833517.06
116.07144,6.548,DL-Valine,Confirmed ID (HIgh Confidence),Valine,Amino acids and peptides,Amino acids,C5 H11 N O2,-2.21,117.07872,[M-H]-1,87027.87724,101771.0902,95153.85579,9641049.32,9607908.101,9953648.743,13349946.7,8069833.166,14493878.98,18371732.73,42731004.26,4385040.747,12283772.33,11870163.63,14942080.62,10219617.75,12554637.92,4003665.327,25063178.79,26985276.15,13110860.63,18785106.55,9879305.984,3439594.935,6858772.242,5598150.699,8952299.207,31017610.49,25166721.94,2027619.621,3282839.672,5615214.535,7017019.62,6757222.138,16906971.46,5075371.544,6985928.55,4864666.295,4544766.214,5275852.136,4892132.549
277.21789,0.992,gamma-Linolenic Acid,Confirmed ID (HIgh Confidence),gamma-Linolenic acid,Fatty acids,Unsaturated FA,C18 H30 O2,2.09,278.22516,[M-H]-1,159210.6593,140979.1071,147091.3369,19902497.96,26158467.67,22055510.91,24744396.38,20811150.58,57806193.9,73558585.04,54601635.57,16229888.67,32361070.47,19720529.13,37991490.03,23144107.41,29642860.69,15744696.6,24807016.14,35595081.48,30236184.21,33460918.5,26000387.47,9817746.706,11730033.18,12685958.68,42449946.48,22091688.29,28727603.04,7721205.277,21090710.9,19625885.49,17397004.54,19785857.17,22378302.17,19792806.28,16082425.76,16385073.8,51331019.65,31472953.79,23524443.17
293.17967,0.705,Myristyl sulfate,Not in Internal DB. MS/MS match only,-,,,C14 H30 O4 S,1.6,294.18695,[M-H]-1,24688665.87,76089846.72,151628635.5,389440520.1,409982224.7,777986096.2,155320113.2,198727288.9,627285643.3,653215110.6,345434714.5,194240148.6,229548499.3,174459161.8,54033158.2,351911305.3,3006225814,26753608.48,50034269.56,2702620651,177508624.3,43677975.2,72474252.34,53312902.4,582759749.1,803969933.3,209998194.3,323471450.3,62007388.04,34999119.05,51076420.51,338423818.4,194255734.3,243805629.5,165951783.3,413000161.8,621552093.2,141085179.4,218073850.2,276476163,51538495.1
146.04556,7.096,N-Methyl-D-Aspartic acid,Match with Mass and RT only,N-Methyl-D-aspartic acid,Amino acids and peptides,Amino acids,C5 H9 N O4,-2.15,147.05284,[M-H]-1,76251.58768,217792.7075,520615.4592,26263003.58,26065447.99,49069822.19,45592178.94,20801456.01,33578463.49,25950300.63,59088980.32,8912395.818,20871418.71,28720550.86,13417082.28,17818764.94,12902777.54,21954435.34,45385940.68,49557973.53,28429269.59,23488013.08,20011640.05,11998333.04,15362730.24,24941993.24,22531588.73,29843570.14,29360628.31,16022563.22,15127244.41,27789676.03,44772571.66,19906119.22,20115180.27,19738354.78,19529658.42,23826334.13,30971466.66,23366229.88,32367258.97
218.10375,4.324,Pantothenicacid (VitaminB5),Confirmed ID (HIgh Confidence),Pantothenic acid,Amino acids and peptides,Amino acids,C9 H17 N O5,1.88,219.11108,[M-H]-1,165714.5119,209054.4917,340875.6784,16799570.89,18295213.26,19749343.47,25954375,27493236.15,53631193.53,90263994.74,56654381.08,10641428.87,40529085.18,25604632.33,22809433.07,28634572.67,29633294.84,13893664.96,26224596.36,29563878.82,25041226.81,37643293.65,25109576.71,12067046.26,25649151.55,22542806.57,26242936.6,33843230.15,60026679.61,583531.7387,25088855.3,20054626.11,23380257.84,34023921.27,26089931.82,13809637.81,8430947.2,29118621.33,16598394.46,35685970.1,17704386.73
299.20175,0.991,Retinoic acid,Match with Mass and RT only; No MS2,Retinoic acid,Isoprenoids,Retinoids,C20 H28 O2,0.32,300.20903,[M-H]-1,1151789.396,994868.4484,1499096.289,1752204.373,2073814.055,2153049.714,2493397.812,1252504.072,5043988.559,1149994.794,8777573.19,1430528.075,2332947.733,881527.5708,4261500.548,2702083.892,2087643.949,648787.0316,1590915.455,2087681.115,829362.7042,1729313.219,2871705.317,1378539.073,1649482.026,1033742.352,1094608.445,1001926.989,1554938.96,4547862.512,1168976.11,925361.7127,4641310.496,1623661.602,1097235.416,768694.8616,1769672.137,1052061.997,4324180.132,1215748.338,540985.901
137.02409,0.936,Salicylic acid,Confirmed ID (HIgh Confidence),Salicylic acid,Phenolic acids,Phenolic acids,C7 H6 O3,-2.36,138.03137,[M-H]-1,2957238.494,2268013.661,2104894.446,6764463.298,4344679.041,5360753.682,8116047.966,8756497.83,7184623.134,9592410.597,18670209.3,5443842.907,4094093.722,5079819.005,5814233.601,4135332.902,3988764.854,4179735.127,2874175.108,5356811.267,4524243.103,7610942.062,7078907.617,4068045.655,3900731.583,4064289.66,4791306.5,4987496.551,6891452.784,2419232.916,3765037.063,7924261.294,5768873.762,5152967.296,5092131.61,4253950.559,3834067.192,4044333.634,4064896.658,6166844.971,3743451.032
265.14855,0.711,Similarity to 5-hydroxy-3-(hydroxymethyl)-6-isopropyl-2-oxocyclohex-3-en-1-yl 3-methylbutanoate,Potential ID (Low Confidence),-,,,C15 H24 O5,-2,266.15583,[M-H-H2O]-1,121023038.1,186137431.5,316387776.3,995017858.3,1044254562,1547074044,611182351.9,504000190.8,1040618675,1188310667,940223038.1,662901465.8,578192407,741911921.1,196142648.3,640279674.5,2565181148,161015676.9,237319106,2706909002,540204937.5,266373221.2,383119024.9,299166510.2,10697709114,1086521687,484663886.1,762473721.3,310010959.3,226638419.7,219419484.4,534222320.1,734251355.4,644536552.7,587710541.5,592322219.8,1486986788,517446212.7,716450993.4,526449793.5,230033279.7
341.10807,7.35,Sugar -Disacharides,Confirmed ID (HIgh Confidence),-,Disaccharides,Disaccharides,C12 H22 O11,-1.99,342.11553,[M-H]-1,86713.21672,38112.05809,38041.89554,80019110.42,54055355.54,89187192.8,94268828.48,154394608.6,96940406.81,130369655.6,95929082.74,150889057.7,155981307.4,78333902.84,60441689.67,87268928.61,95627268.66,113806469.8,97866942.75,101274284.7,68996972.6,138015409.3,88055151.7,95198936.04,72132679.13,122637318.3,52837946.36,84805527.45,104739319.6,85697796.88,91154737.44,82422149.24,66912099.37,74992447.95,73226985.84,84060979.11,74287599.32,93936717.56,67115624.02,114316048.3,46109446.58
181.07165,6.197,Sugars-Alcohol-Hexoses,Confirmed ID (HIgh Confidence),-,Monosaccharides,Sugar alcohols,C6 H14 O6,-0.64,182.07892,[M-H]-1,104998.5802,179429.0781,608650.5455,140336269.8,158974050,241001546.1,355742040.7,209885567.4,227429386.6,243015343.5,197128438.2,182516445.1,80122541.84,147171029.6,145965081.2,135560564.4,210901967.5,99991064.25,105135995.6,86580055.33,155852410,144260395.8,136572149.3,69255357.77,169742208.3,117717618.6,150718099.6,73084379.94,44233311.81,67984921.92,155042128.6,91222699.18,94201930.83,139549929.9,68344485.48,143667203.9,126603811.2,192631769.6,179837211.2,163944578.8,236798291.7
341.10817,7.104,Sugars-Disaccharides,Confirmed ID (HIgh Confidence),-,Disaccharides,Disaccharides,C12 H22 O11,-2.01,342.11552,[M-H]-1,1212896.276,97646.61367,97659.23907,17668346.08,16478603.31,5233273.564,6856628.085,5338952.07,9032181.839,49619031.09,8670484.029,9792166.113,10202724.49,8066267.958,31369279.61,7838859.824,4065077.7,4675303.431,40500731.85,16566733.43,42990208.61,29830209.54,18464341.13,3529908.728,9119178.854,2763879.069,16509311.93,16994918.99,26897600.84,5289842.579,9802277.4,5412847.396,18175059.37,19265690.38,13178371.81,11496943.49,8371020.824,8962334.743,18096779.08,25876864.42,32497456
179.05596,7.279,Sugars-Monosaccharides-Hexoses1,Confirmed ID (HIgh Confidence),-,Organooxygen compounds,Organooxygen compounds,C6 H12 O6,-0.79,180.06325,[M-H]-1,49228.62209,97885.15093,207027.9247,8139378.077,8595368.146,9040540.188,7462708.257,7361148.235,9820340.271,14956371.79,8166331.992,7933686.65,8060508.611,7168385.078,6601616.537,5049011.317,6028476.129,8458174.487,9829032.438,12055490.73,9718435.632,9015592.623,7545635.523,6757011.21,7495415.902,10582845.9,5931225.502,8121962.569,9623654.659,7178719.963,7486818.179,6553709.315,7092704.26,7063321.816,6965852.795,9376368.224,8429856.359,7432983.26,6352018.006,6645836.099,8003326.461
179.05601,6.334,Sugars-Monosaccharides-Hexoses2,Match with Mass and RT only,-,Monosaccharides,Hexoses,C6 H12 O6,0.02,180.06339,[M-H]-1,113710.922,1107453.808,782501.5312,89650762.99,96641571.92,73166716.9,69272943.77,94863158.73,99042858.24,218655273.4,76563934.97,72838766.33,64086779.09,70429376.88,147912001.2,71861696.64,62848448.56,46064349.94,129568072,75721586.97,134720423.5,87096753.46,129726465.8,36760391.98,124318707.6,65060663.18,88305138.13,52769918.56,41718722.81,62600557.38,86267683.22,94009296.34,67068569.81,91571533.05,49319717.73,124932116.2,104955025.8,124547247.5,177493497.8,65172891.65,300022698.6
503.16342,7.719,Sugars-Trisaccharide,Match with Mass and RT only,-,Oligosaccharides,Oligosaccharides,C18 H32 O16,3.67,504.17089,[M-H]-1,24479.07989,35444.84066,31213.62973,5167064.304,4830439.75,3168266.211,6584812.139,8954495.225,5586738.668,8121133.201,6550431.079,3115011.342,7855306.269,3845977.673,4969541.973,2086754.451,1500856.66,4812789.82,5305408.976,8463538.891,4881579.663,6773623.198,2134235.652,3765062.649,2142602.725,2747929.442,2975615.433,8555052.838,8396557.603,3530040.532,3277073.128,2531133.276,6653971.583,3244503.023,2607207.688,6460855.173,3835601.345,2824834.562,1477229.288,9584913.447,1955318.215
267.23396,0.989,trans-10-Heptadecenoic acid,Not in Internal DB. MS/MS match only,-,,,C17 H32 O2,3.73,268.24123,[M-H]-1,772977.5395,846121.632,746543.7806,9119755.63,11067844.42,13675649.32,15024024.41,12845865,39334760.77,26342412.13,48921918.51,5813669.749,14180023.22,12884048.49,14236151.19,10060308.2,11286603.09,7425295.65,14030119.05,14256493.99,11714546.32,10795154.94,11240716.77,7950163.247,10081456.37,9773699.024,11100707.52,11828481.92,15745330.54,7057702.138,8371586.63,10973551.76,10410900.03,10851601.88,10907550.03,9234278.794,11246930.01,9066349.469,10618486,10154589.7,7331503.577
230.09089,0.793,Unknown 001,MS2 Available,,,,,,,,384499.7323,476380.4381,683206.4889,3422765.336,3835255.295,520416.8258,451894.7547,17560886.81,703068.3189,20567875.44,776907.1559,586538.7707,14902123.28,15445175.67,1482483.817,2535207.029,476745.6739,450828.1192,7796457.645,531135.3543,890988.4366,565162.9809,4658861.976,465804.3647,538556.5533,531626.6422,501641.1436,779274.9979,785252.8962,506741.7433,3404879.788,1236809.877,420239.7418,471456.5583,11768773.36,28655303.53,361483.0264,393605.2528,758777.085,12498889.45,387598.6362
295.07783,0.614,Unknown 002,MS2 Available,,,,,,,,31371.48324,35174.18952,35710.58781,3920841.358,3942147.546,391520.9978,388618.9223,225503.3792,488721.3276,320537.0598,361535.6665,9519142.014,519881.1675,347239.9434,469904.3357,338378.1557,312681.3033,2408460.912,582867.1301,540017.9565,466231.5875,282342.5598,433826.5482,30404364.44,819858.0511,588961.6473,396968.3461,445192.1887,215422.5267,33307859.05,1409367.095,2002440.517,472798.4137,303383.0945,474302.0903,10891464.39,24308819.04,5341562.817,650487.0013,538984.9966,3992511.89
287.13275,0.693,Unknown 003,MS2 Available,,,,,,,,988891.062,1104775.173,1157596.503,4253990.241,3299290.402,2174470.991,3166729.585,3013788.78,3751841.583,3821975.185,4397974.961,2679924.383,3610171.171,5682901.276,3909627.368,3748936.05,1828740.333,2357636.146,3219131.851,8439401.341,4927670.585,5825132.661,3323145.833,1925212.373,1894332.901,1412620.865,2937807.965,4138261.307,5071612.205,5557589.933,5225023.031,3400662.045,2554146.388,5334347.773,4486815.25,6018077.932,4325445.383,4100283.573,1351324.829,6303354.083,1077960.448
263.13298,0.696,Unknown 004,MS2 Available,,,,,,,,1159691.365,1650316.549,1357535.446,78003233.45,78256211.44,67982849.84,79159495.63,57558543.01,85956726.43,74559826.64,105680007.5,70295785.02,79016695.87,94900149.12,68538658.49,57950264.25,62883565.46,66436084.42,104749677,95950208.05,83733709.14,100859993.5,76520272.63,84291034.79,79592297.18,118969209,80242644.69,94843865.41,70834990.33,86099227.87,68280389.25,92287966.15,84721865.34,63962945.67,70687094.31,74115597.81,70230342.91,90314372.22,49139187.97,73260604.96,64696661.24
321.20996,0.698,Unknown 005,MS2 Available,,,,,,,,4745760.53,11591665.82,26536220.08,41656485.18,42629216.63,92134008.65,12866913.78,16650608.25,65403894.8,66643185.32,27334685.69,18606517.03,23154136.76,17478835.43,4566717.203,29345054.57,386798132.7,1982041.683,4018366.301,389553714.5,12558673.06,4568470.595,6315393,4485190.396,50373399.73,69903022.13,22097263.52,32459731.38,6677802.012,3567893.073,4010908.964,28242406.87,12428694.43,28217565.52,15063196.01,33530980.24,87763879.28,15533044.86,24823178.24,23819855.68,6063327.277
275.13305,0.699,Unknown 006,MS2 Available,,,,,,,,995176.019,1416200.467,1164953.677,63742474.02,63852196.28,47020939.8,72041472.21,97277943.56,61864253.43,61232718.88,66166715.03,52921565.6,68166428.43,54907754.61,53799343.09,60938332.52,49443319.42,64087874.09,52628883.93,78531236.99,65856062.9,78570302.78,63422395.32,58839799.71,48808706.38,71932417.28,67686745.45,75135935.08,67114428.31,102794045.7,63051453.48,62948248.46,68277448.64,70884890.35,73484549.3,77109696.13,82589682.09,71948283.11,40078709.52,120259148.1,52580254.29
279.16376,0.699,Unknown 007,MS2 Available,,,,,,,,2269887.05,4061610.529,3218739.611,26678535.2,35200824.02,28957669.65,30205382.84,25072249.43,28082693.62,33448495.14,24268930.05,23553901.6,24267143.17,68505912.5,19054799.64,24417343.83,21987020.15,15871108.21,26862289.43,39198653.26,23242812.42,26847022.56,21115444.65,19757158.7,32561560.83,26345976.48,21690885.7,21420562.66,26960368.75,21426849.95,23137541.75,19615237.77,18949726.24,20813353.74,23497216.55,23715033.54,24399334.89,28253083.21,14835178.79,34763137.43,20829803.81
275.13307,0.702,Unknown 008,MS2 Available,,,,,,,,1159708.059,1525467.856,1254836.042,63742474.02,63852196.28,47020939.8,79987779.2,97277943.56,61864253.43,61232718.88,66166715.03,52921565.6,68166428.43,54907754.61,53799343.09,60938332.52,49443319.42,64087874.09,52628883.93,78531236.99,65856062.9,78570302.78,63422395.32,58839799.71,48808706.38,71932417.28,67686745.45,75135935.08,67114428.31,102794045.7,63051453.48,62948248.46,68277448.64,70884890.35,73484549.3,77109696.13,82589682.09,71948283.11,40078709.52,120259148.1,52580254.29
295.15838,0.703,Unknown 009,MS2 Available,,,,,,,,1148408.285,1510604.251,1242609.375,24814345.38,25884985.41,17438394.95,24669779.6,16037474.94,24118879.51,25261904.13,30590518.74,20320649.16,25972523.92,26262403.71,17683941.87,22004053.71,13672341.54,18462881.53,57165634.92,27452301.97,41311071.68,38820204.45,29958199.48,21166771.53,22644551.48,27830923.07,30748841.14,23563259.56,28893100.37,26655873.77,20434249.61,20739400.06,24047999.28,20499364.99,26556457.57,27562452.33,21889737.75,32284171.01,14045318.96,23969520.77,24347393.59
241.05104,0.705,Unknown 010,MS2 Available,,,,,,,,1271664.915,1672734.734,1618227.461,4518806.504,4460952.952,14802700.15,9426561.205,4655700.01,17594786.76,13811219.74,14500380.31,2753865.235,4524592.968,4104118.431,3817828.38,2112013.26,2610456.343,5741157.587,3465596.977,2761456.226,2177689.301,5403632.422,2559459.615,3538528.519,1452092.697,3010930.893,1386875.162,4976720.868,1721295.274,3441839.118,1043421.391,4157130.046,3031978.533,2424894.595,2552645.785,1078851.149,2464532.261,5575156.552,2503071.862,764576.3434,2738841.863
261.1173,0.707,Unknown 011,MS2 Available,,,,,,,,1153366.724,1517126.53,1247974.543,50264835.57,55358298.75,37828743.26,67156162.32,28691859.15,62758773.3,40067520.16,91164178.57,34837614.44,39246494.43,78665192.4,43385726.5,39966373.14,52660235.45,40810455.91,67691523.96,45213873.22,69785954.33,67134022.92,48914699.87,84020735.76,35617484.96,62738122.85,58083885.05,49722435.86,36390202.49,51942683.1,26666683.63,52768776.29,56458670.21,40550156.5,41384266.63,36105763.03,29472182.46,51616158.95,37830867.38,37658119.72,50373600.73
222.09332,0.708,Unknown 012,MS2 Available,,,,,,,,1198480.272,1576468.419,1525098.053,5521378.689,6341918.446,10054225.67,7004314.368,4508973.262,8554927.718,9651253.75,8383245.728,5000608.448,5859992.338,7882794.538,4309330.113,5015714.568,3200816.359,3899697.723,6384835.045,6465768.78,8122000.412,6795844.618,6079960.579,6472835.327,3049195.534,5615519.183,5452052.741,5482738.39,2925020.595,3941390.894,2263159.163,6163348.71,7341977.838,4152628.397,5526385.826,3663253.02,4271899.847,4724567.507,5887884.028,4371806.259,7666702.708
249.11712,0.709,Unknown 013,MS2 Available,,,,,,,,1169296.442,1538080.315,1487960.854,6903334.395,6743440.628,5023587.371,6817234.379,4540440.843,7316510.789,6172056.882,13197174.52,6173480.85,5448383.113,7286924.007,5701245.943,6868775.946,4684780.651,4861197.522,10954116.73,9930773.374,7368771.366,10390470.27,5320493.723,12967560.68,5082340.49,7215719.057,7107588.261,8042957.127,5846285.181,7031510.529,2514692.935,5243019.377,8261170.244,4990490.642,8189255.391,5435528.824,5017514.386,8614483.641,6426343.79,4676118.234,6599797.184
289.14839,0.709,Unknown 014,MS2 Available,,,,,,,,1137251.6,1495928.865,1447182.939,17925325.44,16535746.24,12108456.32,15109727.07,16764238.5,15372411.46,25550283.76,20026046.4,14730000.74,25950697.02,21232196.84,17191895.4,21370804.41,13694586.36,14053548.63,15001355.62,22571235.88,15805282.21,21774879.41,15473397.75,12315843.79,13509564.29,16183422.33,19040821.46,19242043.41,20618279.66,24693242.38,26361901.43,16403970.2,15368055.29,21520906.35,22850843.46,21233030.87,17252471.33,22415432.54,6026928.649,29749467.55,9099473.893
215.08537,0.711,Unknown 015,MS2 Available,,,,,,,,1153124.222,1516807.546,1467381.273,16283401.66,21876391.81,26299226.43,25720138.84,10656430.42,22474564.47,37707621.11,26768548.53,13230567.37,12584914.24,19193337.34,14973186.24,15611280.13,11648186.35,13997033.58,18768283.57,18703638.17,27269986.05,18289964.06,21302550.36,22175314.42,12852756.17,14898325.33,21832880.11,18388099.64,10320359.2,11476099,7863566.007,16155457.18,26086974.84,17316846.18,17674030.84,13967877.76,15531348.12,15392688.57,12847608.89,11939354.39,26435680.32
251.13284,0.712,Unknown 016,MS2 Available,,,,,,,,1069891.275,1407323.797,1361465.131,5220680.848,7267630.831,6215756.666,5014278.377,4171837.935,5694803.676,5313736.557,7152625.947,5248366.59,5805062.162,6624406.974,5642034.08,4180616.855,6033441.68,5934110.518,7526441.075,9279416.005,4987889.087,7740152.501,5192336.734,5259082.689,7986935.656,6620971.701,7894615.637,5902530.385,5411058.78,4858814.527,4560447.982,6739636.126,4805516.848,5251127.66,6060145.539,7605904.408,4898247.75,5436593.933,3146675.83,6332885.28,3991329.223
266.15197,0.712,Unknown 017,MS2 Available,,,,,,,,14644473.11,21703312.9,33089786.29,124471810.8,136129073.5,197228673.1,75027846.21,60116606,151518659.3,123946281.9,95542794.29,80432762.97,70070006.72,79303119.26,25877759.83,80404956.37,382364137.4,20853627.87,35772882.14,351101261.6,66263576.4,26469856.25,48408923.52,37289066.98,1385420527,131735442.3,59965094.31,93958225.67,44695097.69,27955020.52,25694047.07,65030777.22,79066988.51,91586026.85,11850402.87,62600085.46,151721180.9,61621711.25,72031957.05,66287406.29,22894117.73
