Metabolites,Count_4,Count_pre,Count_6,Count_8,Count_10,Count_2,Mean_4,Mean_pre,Mean_6,Mean_8,Mean_10,Mean_2,Fold_change_4_vs_pre,Fold_change_4_vs_6,Fold_change_4_vs_8,Fold_change_4_vs_10,Fold_change_4_vs_2,Fold_change_pre_vs_6,Fold_change_pre_vs_8,Fold_change_pre_vs_10,Fold_change_pre_vs_2,Fold_change_6_vs_8,Fold_change_6_vs_10,Fold_change_6_vs_2,Fold_change_8_vs_10,Fold_change_8_vs_2,Fold_change_10_vs_2,P_value_A_4_vs_pre,P_value_A_4_vs_6,P_value_A_4_vs_8,P_value_A_4_vs_10,P_value_A_4_vs_2,P_value_A_pre_vs_6,P_value_A_pre_vs_8,P_value_A_pre_vs_10,P_value_A_pre_vs_2,P_value_A_6_vs_8,P_value_A_6_vs_10,P_value_A_6_vs_2,P_value_A_8_vs_10,P_value_A_8_vs_2,P_value_A_10_vs_2,Flag_A_4_vs_pre,Flag_A_4_vs_6,Flag_A_4_vs_8,Flag_A_4_vs_10,Flag_A_4_vs_2,Flag_A_pre_vs_6,Flag_A_pre_vs_8,Flag_A_pre_vs_10,Flag_A_pre_vs_2,Flag_A_6_vs_8,Flag_A_6_vs_10,Flag_A_6_vs_2,Flag_A_8_vs_10,Flag_A_8_vs_2,Flag_A_10_vs_2
L-Sorbose,5,6,5,6,4,5,11.8430653722069,13.9699683143481,11.3002113669247,12.6824775016537,11.2134470086996,11.7276946715059,-2.12690294214124,0.542854005282225,-0.83941212944683,0.629618363507339,0.115370700701009,2.66975694742346,1.28749081269441,2.75652130564857,2.24227364284224,-1.38226613472905,0.0867643582251141,-0.427483304581216,1.46903049295417,0.954782830147838,-0.51424766280633,0.0164563165878575,0.535437712400634,0.31987208417105,0.498307194647758,0.894825590482673,0.00346990721622461,0.115077216880323,0.0044470124957868,0.0119480243633779,0.107144170663827,0.925312854354166,0.625025057026381,0.108158957288536,0.25925281875158,0.579626635515052,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Maltose,5,5,6,6,6,5,12.4360423358174,12.6709385685342,12.8527408748313,13.1993773843243,13.4411995293143,12.6797394771182,-0.234896232716835,-0.416698539013915,-0.763335048506875,-1.00515719349693,-0.243697141300792,-0.181802306297079,-0.528438815790039,-0.770260960780092,-0.00880090858395732,-0.34663650949296,-0.588458654483013,0.173001397713122,-0.241822144990053,0.519637907206082,0.761460052196135,0.778267418167923,0.602520511402006,0.342947015076695,0.214520154749201,0.770201815239961,0.819893814014946,0.509631200348036,0.33865948436626,0.991576260184443,0.649369313724796,0.441886157164698,0.828465811566588,0.750876923988246,0.516650639638849,0.344114020783664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myo-inositol,5,6,6,6,6,5,17.5029984266745,18.1152951605438,17.775593900735,17.9505770390515,17.582534325015,17.7210108496209,-0.612296733869286,-0.272595474060438,-0.44757861237694,-0.079535898340481,-0.218012422946352,0.339701259808848,0.164718121492346,0.532760835528805,0.394284310922934,-0.174983138316502,0.193059575719957,0.0545830511140863,0.368042714036459,0.229566189430589,-0.138476524605871,0.00136152171376021,0.124596623055768,0.0147312794918709,0.647687997586015,0.235521055449001,0.0478603319347391,0.324268242656008,0.00303531637559103,0.0297603279251061,0.295567755862293,0.249486430705081,0.753579699212256,0.033070444668088,0.19317027653096,0.42801295869562,-1,0,-1,0,0,1,0,1,1,0,0,0,1,0,0
Myristic acid,5,6,6,6,6,5,14.7790227427099,15.5547890552177,14.9041565880213,16.5165297276077,15.6369969148588,15.533898442334,-0.775766312507784,-0.12513384531144,-1.73750698489782,-0.857974172148904,-0.754875699624113,0.650632467196344,-0.961740672390034,-0.0822078596411195,0.0208906128836706,-1.61237313958638,-0.732840326837463,-0.629741854312673,0.879532812748915,0.982631285273705,0.10309847252479,0.491452439337293,0.911265780769493,0.129651628308153,0.447143920381954,0.521306130699456,0.544665729310284,0.372421107179942,0.938789879541247,0.985154727371155,0.139795381759941,0.495424403910728,0.575949262877892,0.414122222211365,0.384722417616331,0.926840193830997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonanoic acid,5,6,6,6,6,5,18.5971906668981,18.6028260232629,18.6752963958929,18.7307738303201,18.6038991141678,18.6037984022187,-0.00563535636482371,-0.0781057289948315,-0.133583163422024,-0.00670844726972319,-0.00660773532062464,-0.0724703726300078,-0.1279478070572,-0.00107309090489949,-0.000972378955800934,-0.0554774344271927,0.0713972817251083,0.0714979936742068,0.126874716152301,0.1269754281014,0.000100711949098553,0.964891560643053,0.543168286088223,0.30145497775799,0.95821210461448,0.960589674458546,0.553984498750284,0.29929644918489,0.992986013264317,0.993940048752187,0.650096271497441,0.559831876421076,0.577601964293057,0.30328993746271,0.325552410996348,0.99937234797369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleic acid,5,6,6,6,6,5,15.9573581590836,16.0965677010583,16.0431384858022,15.9705748035707,15.9366289729243,16.0218761015771,-0.139209541974678,-0.0857803267186146,-0.0132166444870538,0.0207291861593042,-0.0645179424934508,0.0534292152560631,0.125992897487624,0.159938728133982,0.0746915994812269,0.0725636822315607,0.106509512877919,0.0212623842251638,0.033945830646358,-0.0513012980063969,-0.085247128652755,0.319435508751144,0.537291253813335,0.924019153441644,0.881107586568353,0.656332250889451,0.686357448308047,0.344196098997261,0.232113499069077,0.590844101524055,0.583873848571837,0.422858274028118,0.878074318321745,0.797349210834024,0.711557037517742,0.539806427669486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palatinitol,4,6,6,6,6,5,12.5415326869976,13.9096924249457,14.5350068093905,14.2614957647498,12.3792457919734,13.8801204897296,-1.36815973794815,-1.99347412239288,-1.71996307775215,0.162286895024167,-1.33858780273202,-0.625314384444732,-0.351803339804004,1.53044663297232,0.029571935216131,0.273511044640728,2.15576101741705,0.654886319660863,1.88224997277632,0.381375275020135,-1.50087469775618,0.115491371675208,0.0252093511409527,0.0507624736415184,0.848471013816118,0.137370547837812,0.413230294539158,0.64385468561122,0.0518845074879231,0.970383722853525,0.719060202199733,0.00797684534439414,0.413898086436117,0.0187277349860129,0.632800715499693,0.0679076004755909,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0
Palatinose,5,6,6,6,6,5,14.4452344576229,14.2307831208655,14.0805837886363,14.5389972344651,14.7229242243887,13.6860552407148,0.21445133675744,0.36465066898667,-0.0937627768422029,-0.277689766765796,0.759179216908166,0.15019933222923,-0.308214113599643,-0.492141103523236,0.544727880150726,-0.458413445828873,-0.642340435752466,0.394528547921496,-0.183926989923593,0.852941993750369,1.03686898367396,0.563657856811745,0.328909196416514,0.800208774732314,0.455563231282928,0.0575352204071272,0.671022665974678,0.385899896929755,0.170580628437018,0.148892652198897,0.20080843730946,0.0770370593312458,0.291528472517573,0.6032731175443,0.0275938217876051,0.00861145886628023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Palmitic acid,5,6,6,6,6,5,22.0842568215805,22.3971041515198,22.1281462829348,22.0518511885482,22.0099397111475,21.858135084671,-0.312847329939359,-0.0438894613543717,0.0324056330322513,0.0743171104330003,0.226121736909509,0.268957868584987,0.34525296297161,0.387164440372359,0.538969066848868,0.076295094386623,0.118206571787372,0.27001119826388,0.041911477400749,0.193716103877257,0.151804626476508,0.0181957456962507,0.72754323517365,0.796896855370669,0.556044909798156,0.0935825598761812,0.0316673253702911,0.00712428630006597,0.00295546948925768,0.000176525012896013,0.526355094834198,0.328715632084317,0.0390664200062978,0.727140820247227,0.131602227297127,0.233698488024842,-1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
Palmitoleic acid,5,6,6,6,6,5,14.2245393702756,14.4613596654295,14.4357052433289,14.381626982327,14.390426851772,14.4677180510355,-0.236820295153853,-0.211165873053259,-0.15708761205139,-0.16588748149638,-0.243178680759907,0.0256544221005939,0.0797326831024634,0.0709328136574729,-0.00635838560605428,0.0540782610018695,0.0452783915568791,-0.0320128077066482,-0.00879986944499045,-0.0860910687085177,-0.0772911992635272,0.0442160019095938,0.0707429498591217,0.173230905900871,0.151151534393758,0.0476565355295385,0.81255915610483,0.463097025505213,0.51347562108376,0.955291638426925,0.617795909790186,0.67590171658506,0.777892161562003,0.93514415283966,0.45013991714855,0.497349059367978,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
pentasiloxane,5,6,6,6,6,5,16.4356339315484,17.7099188838628,16.5289262181815,17.3484816572877,17.6454517545246,16.7115347110861,-1.27428495231435,-0.0932922866330017,-0.912847725739248,-1.20981782297615,-0.275900779537647,1.18099266568135,0.361437226575106,0.0644671293382011,0.998384172776706,-0.819555439106246,-1.11652553634315,-0.182608492904645,-0.296970097236905,0.636946946201601,0.933917043438505,0.0172119655251048,0.854243333983049,0.0803749670580462,0.0230586918785507,0.603724991385427,0.0202502464871599,0.457505292721403,0.894065911632777,0.0571126196498226,0.0986457186042455,0.0274028121950226,0.719390280039426,0.540912964257136,0.215987524076778,0.0739945304015552,-1,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0
Porphine,5,6,6,6,6,5,17.4729254789665,18.1450119744526,18.2034428488034,18.4410849136272,18.3797594958596,18.6784889032542,-0.672086495486042,-0.730517369836907,-0.968159434660681,-0.906834016893054,-1.20556342428771,-0.058430874350865,-0.296072939174639,-0.234747521407012,-0.533476928801672,-0.237642064823774,-0.176316647056147,-0.475046054450807,0.0613254177676268,-0.237403989627033,-0.29872940739466,0.0562175763705608,0.0390574958885368,0.00773983977080379,0.0119750503958259,0.00193545093691602,0.857184645852184,0.365271814176107,0.471642111944,0.125090458688691,0.466245742998745,0.587993025249523,0.170163769589076,0.850196027729198,0.487490478250229,0.38350564346179,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
Scyllo-inositol,5,6,6,6,6,5,13.473665632527,14.4367858448525,13.7220432172633,13.4393413352909,12.8119470519877,14.3341427317812,-0.963120212325487,-0.248377584736334,0.03432429723604,0.661718580539279,-0.860477099254274,0.714742627589153,0.997444509561527,1.62483879286477,0.102643113071213,0.282701881972374,0.910096165275613,-0.61209951451794,0.627394283303239,-0.894801396490314,-1.52219567979355,0.0755080098606952,0.637745723473032,0.948016751037877,0.215161706728345,0.125580153998194,0.161881305957883,0.0547208267800916,0.0028790222083621,0.845466147870694,0.574387218901325,0.0780095490616996,0.25062855150953,0.217668967500999,0.0974049062211094,0.00688405616409203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
Stearic acid,5,6,6,6,6,5,22.1560009098958,22.4021266145288,22.1261278366411,21.8769192127055,21.8674407031191,21.617721488545,-0.246125704633037,0.029873073254663,0.279081697190321,0.28856020677668,0.538279421350826,0.2759987778877,0.525207401823359,0.534685911409717,0.784405125983863,0.249208623935658,0.258687133522017,0.508406348096162,0.00947850958635854,0.259197724160504,0.249719214574146,0.113665709537124,0.844318711318285,0.0746480175324947,0.0658196312954974,0.00194305204936842,0.0650219836077505,0.00105174027709446,0.000883906053318455,1.58631357833165e-05,0.093889011533376,0.0826263673644415,0.00218861262161346,0.947880203058195,0.0965186275479595,0.108716557456184,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0
Succinic acid,5,6,6,6,6,5,16.6313101325818,16.77536318095,16.6077205913634,16.6825978713791,16.6546174414508,16.803556437801,-0.144053048368185,0.0235895412184313,-0.0512877387973276,-0.0233073088690468,-0.172246305219247,0.167642589586617,0.0927653095708578,0.120745739499139,-0.0281932568510612,-0.0748772800157589,-0.046896850087478,-0.195835846437678,0.0279804299282809,-0.120958566421919,-0.1489389963502,0.331146126478617,0.872508091203749,0.727393872841632,0.874019932929051,0.267159457787308,0.237493129212462,0.509634323540479,0.392008985508485,0.84792063264855,0.594045916975994,0.738124862846285,0.189584996697877,0.841786754862592,0.413325403601266,0.315290091984079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sucrose,5,6,6,6,6,5,19.4153414070775,18.2802250513299,18.4557404536734,18.6964952523057,19.1350364015424,18.6745632395118,1.13511635574763,0.959600953404138,0.718846154771821,0.280305005535052,0.74077816756569,-0.175515402343493,-0.416270200975809,-0.854811350212579,-0.394338188181941,-0.240754798632317,-0.679295947869086,-0.218822785838448,-0.438541149236769,0.0219320127938687,0.460473162030638,0.0467417655577877,0.0895288598642812,0.198326978484712,0.61144340726811,0.204212692050816,0.738328958649552,0.430320307060128,0.111514498221319,0.475808512080776,0.647072286626687,0.202230649766668,0.691405841207312,0.406353865241126,0.968219637237998,0.405822667814999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tagatose,5,6,6,6,6,5,17.4858900070702,17.6765682887115,16.4915702021168,17.0960866257515,16.8328097031727,16.7997810814398,-0.190678281641247,0.994319804953417,0.389803381318746,0.653080303897486,0.686108925630407,1.18499808659466,0.580481662959993,0.843758585538733,0.876787207271654,-0.604516423634671,-0.341239501055931,-0.30821087932301,0.26327692257874,0.296305544311661,0.033028621732921,0.729077952635215,0.0787988415599099,0.480423022142659,0.240879820917405,0.238207486581249,0.0304085149717046,0.273490479653662,0.115666440880005,0.11891290557667,0.254548793334145,0.516778846064279,0.576253970569426,0.616393755336976,0.590996692088484,0.952110042325231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Trehalose,5,6,6,6,6,5,24.9080055226917,25.12387700064,25.0030768784585,25.0926885654731,24.8556823527481,25.0374426754256,-0.215871477948223,-0.0950713557667306,-0.184683042781412,0.0523231699436479,-0.129437152733864,0.120800122181492,0.0311884351668112,0.268194647891871,0.0864343252143591,-0.0896116870146813,0.147394525710379,-0.0343657969671334,0.23700621272506,0.0552458900475479,-0.181760322677512,0.146196676057145,0.515756347349388,0.211503233919884,0.719870205081007,0.398160604036814,0.387838822169123,0.82247396131779,0.0615620040913399,0.554353312562571,0.520526727721939,0.293612537519894,0.813661325954551,0.0962747020704277,0.704974139109086,0.218619993998751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turanose,5,6,6,6,6,5,13.0808663853936,13.5946645930547,13.4245140808352,14.0021009631635,13.7306974362961,14.3291773215766,-0.513798207661145,-0.3436476954416,-0.92123457776999,-0.649831050902531,-1.24831093618302,0.170150512219545,-0.407436370108845,-0.136032843241386,-0.734512728521878,-0.57758688232839,-0.306183355460931,-0.904663240741423,0.271403526867459,-0.327076358413033,-0.598479885280492,0.43835546923501,0.60314076823804,0.169656441880374,0.328568501414033,0.0780997747166945,0.786806102980043,0.51852675569295,0.828768872634184,0.270587872391122,0.361878347738156,0.626988169602003,0.17720547472987,0.666493497845297,0.620647440416252,0.367605562873146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ursolic acid,5,6,6,6,6,5,16.7391999234466,16.358752299734,16.6608719666548,16.1596325815069,16.1516616143102,16.4173448843158,0.380447623712563,0.078327956791842,0.579567341939736,0.587538309136352,0.321855039130796,-0.302119666920721,0.199119718227173,0.20709068542379,-0.058592584581767,0.501239385147894,0.50921035234451,0.243527082338954,0.00797096719661639,-0.25771230280894,-0.265683270005557,0.161562860253913,0.769393414804144,0.0369862459520304,0.0346506822672823,0.254002740102716,0.241135191757292,0.436586417851656,0.418656640898263,0.826356042849795,0.0568075557666834,0.0532200400222294,0.365241031325213,0.975018913004998,0.33840561635556,0.323926404177578,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1-Octadecanol,5,6,6,6,6,5,15.4881859452916,15.4705300638371,15.4612667773781,15.6588206572234,15.5323863577937,15.5250734574532,0.0176558814545054,0.0269191679134835,-0.170634711931786,-0.0442004125021391,-0.0368875121616643,0.00926328645897811,-0.188290593386292,-0.0618562939566445,-0.0545433936161697,-0.19755387984527,-0.0711195804156226,-0.0638066800751478,0.126434299429647,0.133747199770122,0.00731290034047483,0.894355284182023,0.839584902662454,0.205859445087867,0.739764242902675,0.790621611362402,0.9417418499386,0.145097996340592,0.62627424695321,0.682041265506926,0.127041931759785,0.575807454796074,0.631946678085078,0.322808782489004,0.318733163572123,0.956130622804054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Methoxy-4-hydroxyphenol 1-O-?-D-glucopyranoside,5,6,6,6,5,5,13.3830276842614,13.5781585868486,12.0261729051364,12.754463564042,13.1866737717705,12.9650222864419,-0.195130902587151,1.35685477912501,0.628564120219485,0.196353912490903,0.418005397819519,1.55198568171216,0.823695022806636,0.391484815078053,0.613136300406669,-0.728290658905525,-1.16050086663411,-0.938849381305491,-0.432210207728582,-0.210558722399966,0.221651485328616,0.845977288949269,0.183893200007266,0.532842752065348,0.85153978098007,0.690660775374641,0.113430849706838,0.392871518535519,0.697048578656951,0.542874443554544,0.449299636668247,0.253635894236727,0.353713900330407,0.667433644442506,0.8339799768141,0.832694246392252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Diphenylphosphinoyl-5-methylhex-2-enyl tert-butyl(dimethyl)silyl ether,5,6,6,6,6,5,15.1945841644248,15.0849693971002,14.8151960278429,15.0733865204791,14.8840130496166,14.9557774330134,0.109614767324567,0.379388136581918,0.121197643945708,0.310571114808136,0.238806731411328,0.269773369257351,0.0115828766211408,0.200956347483569,0.129191964086761,-0.25819049263621,-0.068817021773782,-0.14058140517059,0.189373470862428,0.11760908746562,-0.0717643833968076,0.590269340208347,0.0698087333538039,0.551845880530597,0.133983809623207,0.265516017427103,0.170723283427869,0.952291627655455,0.303897690864735,0.526102268828517,0.189215415430404,0.722539126964308,0.490573179290574,0.332106361787238,0.563610709503427,0.724052837971411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azelaic acid,5,6,6,6,6,5,14.6431323289331,14.5683523697926,14.8123334395724,14.6839057004335,14.6471834501903,14.9409337882836,0.0747799591405105,-0.169201110639335,-0.0407733715004639,-0.00405112125717721,-0.297801459350501,-0.243981069779846,-0.115553330640974,-0.0788310803976877,-0.372581418491011,0.128427739138871,0.165149989382158,-0.128600348711165,0.0367222502432867,-0.257028087850037,-0.293750338093323,0.801319158514446,0.570010189054784,0.890824640265078,0.989117085584753,0.341027784000017,0.392070065656848,0.683681002904132,0.780870548753557,0.216039677865142,0.650778417785222,0.560959850131357,0.665548528468034,0.896836008415606,0.389994640926484,0.326860722341842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lignoceric acid,5,6,6,6,6,5,15.3672201318023,15.2499974123944,15.1457063760402,15.3178931375474,16.1932014586741,15.5318931434875,0.117222719407893,0.221513755762157,0.0493269942549084,-0.825981326871769,-0.164673011685148,0.104291036354264,-0.0678957251529848,-0.943204046279662,-0.281895731093041,-0.172186761507248,-1.04749508263393,-0.386186767447304,-0.875308321126678,-0.214000005940056,0.661308315186622,0.832950980572201,0.690514567465798,0.929254124639034,0.144777020486746,0.776725432419034,0.843968643462444,0.898022513854481,0.0831926694037549,0.612687881595321,0.745364953558122,0.0558265070650444,0.48885627312985,0.10660447756424,0.70046847124831,0.23979631741586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
