Metabolites,Count_4,Count_pre,Count_6,Count_8,Count_10,Count_2,Mean_4,Mean_pre,Mean_6,Mean_8,Mean_10,Mean_2,Fold_change_4_vs_pre,Fold_change_4_vs_6,Fold_change_4_vs_8,Fold_change_4_vs_10,Fold_change_4_vs_2,Fold_change_pre_vs_6,Fold_change_pre_vs_8,Fold_change_pre_vs_10,Fold_change_pre_vs_2,Fold_change_6_vs_8,Fold_change_6_vs_10,Fold_change_6_vs_2,Fold_change_8_vs_10,Fold_change_8_vs_2,Fold_change_10_vs_2,P_value_A_4_vs_pre,P_value_A_4_vs_6,P_value_A_4_vs_8,P_value_A_4_vs_10,P_value_A_4_vs_2,P_value_A_pre_vs_6,P_value_A_pre_vs_8,P_value_A_pre_vs_10,P_value_A_pre_vs_2,P_value_A_6_vs_8,P_value_A_6_vs_10,P_value_A_6_vs_2,P_value_A_8_vs_10,P_value_A_8_vs_2,P_value_A_10_vs_2,Flag_A_4_vs_pre,Flag_A_4_vs_6,Flag_A_4_vs_8,Flag_A_4_vs_10,Flag_A_4_vs_2,Flag_A_pre_vs_6,Flag_A_pre_vs_8,Flag_A_pre_vs_10,Flag_A_pre_vs_2,Flag_A_6_vs_8,Flag_A_6_vs_10,Flag_A_6_vs_2,Flag_A_8_vs_10,Flag_A_8_vs_2,Flag_A_10_vs_2
1,2-cyclohexanedione,5,6,6,6,6,5,12.2285118107429,12.815841537891,12.7252230686465,13.6316613632852,13.103925161362,13.3009754432754,-0.587329727148079,-0.496711257903605,-1.40314955254231,-0.875413350619096,-1.07246363253247,0.0906184692444736,-0.815819825394234,-0.288083623471017,-0.485133905384389,-0.906438294638708,-0.378702092715491,-0.575752374628863,0.527736201923217,0.330685920009845,-0.197050281913372,0.329159501581156,0.40808573975542,0.0247696740782946,0.149975824964747,0.0935174018441024,0.873479313093379,0.159056678528793,0.613429011604004,0.418967311453804,0.119163606351975,0.507341345284319,0.338621776098781,0.357325799809835,0.580500499029389,0.741471601143466,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
3-(4-hydroxyphenyl)propionic acid (phloretic acid),5,6,6,6,6,5,13.4656046758713,13.9155653014553,13.6311910898617,13.7977169955341,13.6358189113818,13.7432250879609,-0.449960625583936,-0.165586413990351,-0.332112319662766,-0.170214235510471,-0.277620412089551,0.284374211593585,0.11784830592117,0.279746390073464,0.172340213494385,-0.166525905672415,-0.00462782152012053,-0.1120339980992,0.161898084152295,0.0544919075732153,-0.107406176579079,0.0323963580417385,0.414389608731321,0.107727030172247,0.401626592198011,0.19427363431898,0.14680092528574,0.541289424066972,0.153242789634284,0.39584762521809,0.389619064286508,0.980797222689404,0.579555977530907,0.402758386744959,0.787123692077805,0.595233810079646,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alizarin,5,6,6,6,6,5,13.2188080604958,12.6019278867533,12.9461581994361,13.2858732370248,13.2842078729979,12.8051217901067,0.616880173742514,0.272649861059724,-0.06706517652899,-0.0653998125020951,0.413686270389068,-0.344230312682789,-0.683945350271504,-0.682279986244609,-0.203193903353446,-0.339715037588714,-0.338049673561819,0.141036409329343,0.00166536402689488,0.480751446918058,0.479086082891163,0.280935163685039,0.630792991567725,0.905710051509465,0.908040363460392,0.486074072303959,0.525162321696926,0.211577723115829,0.212661188287138,0.719960769028844,0.530572122452848,0.532574918637057,0.803367002316358,0.997538255534582,0.398812102341549,0.400426896694972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciliatine,5,6,6,6,6,5,14.4260310575049,14.3183481638387,14.1650576631139,14.1063542464888,14.4930108373068,14.5732744708413,0.107682893666263,0.260973394391057,0.319676811016105,-0.0669797798018799,-0.147243413336426,0.153290500724793,0.211993917349842,-0.174662673468143,-0.254926307002689,0.0587034166250486,-0.327953174192936,-0.408216807727483,-0.386656590817985,-0.466920224352531,-0.0802636335345461,0.75019853086109,0.442378573322743,0.347991636997489,0.842931300765001,0.677017339461651,0.63492340415951,0.512195349847262,0.588728619080045,0.452914108117339,0.855466727396993,0.313201097830303,0.233057876519065,0.236071392821551,0.174233348364024,0.812341793306292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-dithiothreitol,5,6,6,6,6,5,11.6972427877499,12.2608921103441,12.049354092603,12.7031110401888,11.8475969148099,12.8923045803969,-0.563649322594241,-0.352111304853088,-1.00586825243894,-0.150354127060043,-1.19506179264704,0.211538017741153,-0.442218929844694,0.413295195534198,-0.631412470052803,-0.653756947585848,0.201757177793045,-0.842950487793956,0.855514125378892,-0.189193540208109,-1.044707665587,0.3455810199837,0.553777476184894,0.0979402763830076,0.799887501876039,0.0615670679097589,0.708554146540614,0.436495154897289,0.466776900348148,0.291677033049638,0.253030197743442,0.721424155344433,0.162429100731421,0.137923353369056,0.74982764711863,0.0862375346634059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Possible Sterol,5,6,6,6,6,5,14.5537969787456,14.0710802242612,15.0671050624632,14.4058850855593,14.5891171914224,13.8782680782393,0.482716754484388,-0.513308083717597,0.147911893186242,-0.0353202126768046,0.675528900506245,-0.996024838201985,-0.334804861298146,-0.518036967161192,0.192812146021858,0.661219976903839,0.477987871040792,1.18883698422384,-0.183232105863047,0.527617007320003,0.71084911318305,0.517616264945644,0.491648626302159,0.842308603709899,0.962097413891318,0.387405330341902,0.167182387426093,0.637277002079939,0.466903761208163,0.795429079975926,0.354526863258055,0.501737930554207,0.117763812456495,0.796088873333066,0.479759883050879,0.342800865244179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown - Similarity to Oleic acid,5,6,6,6,6,5,15.0725608557888,15.3687701085572,15.2681163010068,15.2684891133556,14.9979060848712,15.0458240499415,-0.296209252768396,-0.195555445217986,-0.195928257566722,0.0746547709176788,0.0267368058473441,0.10065380755041,0.100280995201674,0.370864023686075,0.32294605861574,-0.000372812348736318,0.270210216135665,0.22229225106533,0.270583028484401,0.222665063414066,-0.0479179650703347,0.0412009044154405,0.168712285619219,0.167929008325418,0.593890913215334,0.854603025039631,0.452013126580749,0.453672967082093,0.00893163914112524,0.0270425312535708,0.997765998305679,0.0500906470824798,0.119483999753464,0.0497959899998648,0.11889166076411,0.731777177247075,-1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Unknown 001,5,6,6,6,6,5,14.3566137458089,14.9890570526887,14.387305620686,14.818662914202,14.2365570152101,14.1251128120792,-0.632443306879813,-0.0306918748770908,-0.46204916839309,0.120056730598835,0.231500933729754,0.601751432002722,0.170394138486722,0.752500037478647,0.863944240609566,-0.431357293515999,0.150748605475926,0.262192808606844,0.582105898991925,0.693550102122844,0.111444203130919,0.348937679129159,0.963455534043711,0.492191715305551,0.857799946193473,0.74097897557994,0.349929527158396,0.789763276322648,0.244514711810948,0.203758746265644,0.501189919686025,0.813501429335356,0.695889863377671,0.365642769788375,0.305117798042265,0.86789836164422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 002,5,6,6,6,6,5,20.3603169761479,20.2769075256789,20.2849298292616,20.2992808634905,20.1918860025001,20.3608997760589,0.0834094504689382,0.0753871468862997,0.061036112657348,0.168430973647752,-0.000582799911022391,-0.00802230358263856,-0.0223733378115902,0.0850215231788134,-0.0839922503799606,-0.0143510342289517,0.093043826761452,-0.0759699467973221,0.107394860990404,-0.0616189125683704,-0.169013773558774,0.39505526895961,0.441535544009274,0.532465924653941,0.0920896219707671,0.995430515874157,0.931186902069817,0.809775880042448,0.363670233826149,0.391804258256217,0.877254326737915,0.320877386865699,0.438051188778433,0.253277226141656,0.52858711765526,0.0910252777842081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 003,5,6,6,6,6,5,14.0963470599294,14.4652718001749,14.3060558820483,14.3811273471171,14.3668584322099,14.7804685259411,-0.36892474024553,-0.209708822118861,-0.284780287187667,-0.27051137228054,-0.684121466011657,0.159215918126669,0.0841444530578634,0.0984133679649908,-0.315196725766127,-0.075071465068806,-0.0608025501616787,-0.474412643892796,0.0142689149071273,-0.39934117882399,-0.413610093731117,0.170053497832567,0.430152150825771,0.286269329135609,0.310620775811574,0.0185381048819449,0.529019618223792,0.738719465633282,0.696560696320471,0.238976862497651,0.765973886098085,0.809448089776762,0.0808890426948985,0.954849836595006,0.138626590462053,0.125599656329186,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
Unknown 004,5,6,6,6,6,5,17.1706676764524,17.219699581504,17.1594907944651,16.3188498800448,16.9320603543138,17.3215299265823,-0.0490319050516526,0.0111768819873141,0.851817796407548,0.238607322138577,-0.150862250129912,0.0602087870389667,0.900849701459201,0.28763922719023,-0.101830345078259,0.840640914420234,0.227430440151263,-0.162039132117226,-0.613210474268971,-1.00268004653746,-0.389469572268489,0.95596018030772,0.98995596920844,0.341323654379465,0.788259773599548,0.870797697309839,0.943301733520512,0.292121492925347,0.734285789000288,0.908699358382904,0.324951784407036,0.788325753367381,0.855228132086848,0.470928716255496,0.264166359056733,0.661456665360924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 005,5,6,6,6,6,5,13.5256850755476,13.949232046545,13.7370584541206,13.8934984285457,13.7487545866526,13.8228552548006,-0.423546970997473,-0.211373378572995,-0.367813352998079,-0.223069511105049,-0.297170179253014,0.212173592424477,0.0557336179993939,0.200477459892424,0.126376791744459,-0.156439974425084,-0.0116961325320535,-0.0857968006800185,0.14474384189303,0.070643173745065,-0.074100668147965,0.018894879701113,0.223943439506613,0.039140081484884,0.200023084680431,0.105266778837021,0.201082352223083,0.733475184033873,0.226323102170091,0.463340609409323,0.34262914403365,0.94297615147178,0.617651998420183,0.379370976495847,0.680843163844448,0.666193853860695,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 006,5,6,6,6,6,5,13.6095320922092,14.9898893540142,14.1420602329048,13.7726699020968,13.9071903455885,14.3855755262572,-1.38035726180499,-0.532528140695623,-0.16313780988764,-0.297658253379332,-0.776043434048006,0.847829121109363,1.21721945191735,1.08269900842565,0.604313827756981,0.369390330807983,0.234869887316291,-0.243515293352383,-0.134520443491692,-0.612905624160366,-0.478385180668674,0.0800061550666407,0.489206232264227,0.831565257241832,0.698231464479825,0.336548340452575,0.251783524647653,0.104073288908974,0.146262113420915,0.433141998897643,0.614155365745123,0.748214472797826,0.750994110318777,0.854042267587472,0.426703896529952,0.534088976567877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 007,5,6,6,6,6,5,12.3521419994911,13.7623572135723,14.2598243981918,13.8427885888446,14.0992766193584,13.753955040535,-1.41021521408113,-1.9076823987007,-1.49064658935348,-1.74713461986726,-1.40181304104389,-0.497467184619572,-0.0804313752723491,-0.336919405786126,0.00840217303723634,0.417035809347222,0.160547778833445,0.505869357656808,-0.256488030513777,0.0888335483095855,0.345321578823363,0.0230553395218573,0.00297905081686221,0.0168545797585777,0.00591739504566122,0.0298669026566508,0.38125852641185,0.886662791470414,0.551689099335301,0.988671425372821,0.462021168576017,0.776148133317975,0.395723641687384,0.650012520833942,0.880694818629474,0.560723390416896,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
Unknown 008,5,6,6,6,6,5,14.7950325672558,15.0120545022507,15.0815645155702,15.2385258526117,15.2408907554414,15.1018066286023,-0.217021934994925,-0.286531948314401,-0.443493285355844,-0.445858188185561,-0.306774061346488,-0.0695100133194764,-0.226471350360919,-0.228836253190636,-0.0897521263515628,-0.156961337041443,-0.159326239871159,-0.0202421130320865,-0.0023649028297168,0.136719224009356,0.139084126839073,0.307071993387833,0.180470603034734,0.0424545455805587,0.0414417877633778,0.170134925200215,0.72934232967321,0.264497399304812,0.25965238126599,0.670303780287069,0.436644885356089,0.429842680102112,0.923388339828041,0.990597497681395,0.517555250961264,0.510393343711823,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
Unknown 009,5,6,6,6,6,5,15.777510844405,15.9269619277652,15.839344078726,16.2520739127516,16.0446355314456,15.9199421176573,-0.149451083360228,-0.0618332343209858,-0.474563068346544,-0.267124687040603,-0.142431273252328,0.0876178490392423,-0.325111984986316,-0.117673603680375,0.00701981010790043,-0.412729834025559,-0.205291452719617,-0.0805980389313419,0.207438381305941,0.332131795094217,0.124693413788275,0.482959084526826,0.770797525261784,0.0319489011505049,0.214242914053299,0.521775680940938,0.66533018723921,0.115966776912855,0.561805145563152,0.973595257162019,0.0488646013278348,0.314443545617485,0.704286980540074,0.309501576306253,0.125313594244347,0.557791530611097,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0
Unknown 010,5,6,6,6,6,5,20.3178788783396,20.4266720286459,20.1919985034053,20.1198148753621,20.2735882547994,20.4137698958777,-0.108793150306354,0.125880374934248,0.198064002977507,0.0442906235401814,-0.0958910175381114,0.234673525240602,0.306857153283861,0.153083773846536,0.012902132768243,0.0721836280432591,-0.0815897513940662,-0.221771392472359,-0.153773379437325,-0.293955020515618,-0.140181641078293,0.674197570515168,0.626854561098591,0.445736184767307,0.863929004360835,0.722644513966184,0.344707290301136,0.219215843556958,0.535752080215963,0.96017440548341,0.769686627677854,0.740745816330224,0.393833744037388,0.533929024862295,0.260718200139526,0.588429017740159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 011,5,6,6,6,6,5,16.6686656119574,16.8479410772595,16.8733473988976,16.969495147603,16.815729581405,16.8915903553779,-0.179275465302034,-0.204681786940213,-0.30082953564558,-0.147063969447572,-0.222924743420482,-0.0254063216381795,-0.121554070343546,0.0322114958544617,-0.0436492781184477,-0.0961477487053664,0.0576178174926412,-0.0182429564802682,0.153765566198008,0.0779047922250982,-0.0758607739729094,0.152126315202689,0.103924885792602,0.0198540244630518,0.237280956634119,0.0906025109928263,0.828381734075985,0.304100922302127,0.783492074929297,0.722703443895568,0.414626827960792,0.623598971187066,0.881990513066339,0.196105433113911,0.527543245639069,0.538356828233662,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 012,5,6,6,6,6,5,13.9752002350006,14.1540285346407,14.2619595209638,14.288657445874,14.0948009202228,14.1024446266268,-0.178828299640099,-0.286759285963265,-0.313457210873453,-0.119600685222194,-0.127244391626236,-0.107930986323167,-0.134628911233355,0.0592276144179049,0.0515839080138623,-0.026697924910188,0.167158600741072,0.159514894337029,0.19385652565126,0.186212819247217,-0.00764370640404266,0.264991248895595,0.0788504334746264,0.0560006593573328,0.45317895970962,0.444899947842487,0.477487250763503,0.376784602592913,0.695757085587387,0.745275079298721,0.859925032223854,0.274280050925422,0.318982154737141,0.206503558005603,0.246204529702095,0.961568662276611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 013,5,6,6,6,6,5,16.2931467761997,16.2640126660224,16.5261007503252,16.3950650831295,16.3677904461672,16.2824256268009,0.0291341101773561,-0.232953974125454,-0.101918306929779,-0.0746436699674611,0.0107211493988295,-0.26208808430281,-0.131052417107135,-0.103777780144817,-0.0184129607785266,0.131035667195675,0.158310304157993,0.243675123524284,0.0272746369623178,0.112639456328608,0.0853648193662906,0.809504491281093,0.0617737208725314,0.401816245448058,0.538007061238951,0.932282946200462,0.0293667868298025,0.260641751958248,0.371026589726394,0.878868975749909,0.260701312878557,0.176416215898214,0.0513744708599971,0.812890273598357,0.354819069091966,0.481718275332833,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
Unknown 014,5,6,6,6,6,5,15.9075147629414,16.0161639806954,16.0165122671135,16.0842514830059,15.9095294052368,16.1240281649903,-0.108649217753985,-0.108997504172063,-0.176736720064437,-0.00201464229533954,-0.21651340204885,-0.000348286418077492,-0.0680875023104512,0.106634575458646,-0.107864184294865,-0.0677392158923737,0.106982861876723,-0.107515897876787,0.174722077769097,-0.0397766819844136,-0.214498759753511,0.485584617094667,0.484199372890259,0.260037090491661,0.989637486426257,0.188347956325981,0.998121061796198,0.64588518941929,0.472981521578039,0.488715218795539,0.647567170014686,0.471550577292879,0.490107800209744,0.243282668977203,0.797736786823742,0.173919517592657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 015,5,6,6,6,6,5,14.4987010355723,14.5132873621188,14.4747596232627,14.3261756274518,14.2642972064262,14.5511260206823,-0.0145863265465174,0.0239414123096005,0.172525408120444,0.234403829146027,-0.0524249851100436,0.0385277388561178,0.187111734666962,0.248990155692544,-0.0378386585635262,0.148583995810844,0.210462416836426,-0.076366397419644,0.0618784210255825,-0.224950393230488,-0.28682881425607,0.947446274642997,0.913851777902685,0.438097280609136,0.294294364902108,0.820641119051681,0.855149186616265,0.378524838654384,0.243766244911472,0.86426289434518,0.483240514275232,0.322813169599963,0.73029476401203,0.769481474868942,0.313821660539047,0.201570117680815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 016,5,6,6,6,6,5,14.1056894578924,14.1080759276782,14.3482465722278,13.9095571147773,14.052989541564,14.338417669904,-0.00238646978574586,-0.242557114335431,0.196132343115162,0.0526999163284607,-0.232728212011551,-0.240170644549686,0.198518812900907,0.0550863861142066,-0.230341742225805,0.438689457450593,0.295257030663892,0.00982890232388023,-0.143432426786701,-0.428860555126713,-0.285428128340012,0.99524477630686,0.54601131823563,0.625019230663374,0.895309422530568,0.578958915152905,0.530774425362433,0.60397019177616,0.885297667101058,0.566287351016112,0.256112154296008,0.441772160118514,0.980417111048931,0.707508998115625,0.289088981798747,0.477976140468804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 017,5,6,6,6,6,5,14.2338308445706,14.3286747014935,14.6468870212771,14.1791189402957,14.0952382949733,15.203486935196,-0.0948438569228678,-0.41305617670645,0.0547119042749351,0.138592549597307,-0.969656090625406,-0.318212319783582,0.149555761197803,0.233436406520175,-0.874812233702539,0.467768080981385,0.551648726303757,-0.556599913918957,0.0838806453223722,-1.02436799490034,-1.10824864022271,0.853934845417663,0.425214316744056,0.915405941475025,0.78798621241551,0.0796576019602594,0.518551902227256,0.760893228104796,0.635205066357096,0.0976100126146841,0.344713864536247,0.266624589324936,0.284818493097679,0.864401462631298,0.0545105723625523,0.0385489661597875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Unknown 018,5,6,6,6,6,5,13.4799616974371,14.6137518525963,13.664268187817,14.8792110475254,13.1563773762678,13.0344820006905,-1.13379015515917,-0.184306490379823,-1.39924935008823,0.323584321169388,0.445479696746684,0.949483664779351,-0.265459194929058,1.45737447632856,1.57926985190586,-1.21494285970841,0.507890811549212,0.629786187126507,1.72283367125762,1.84472904683492,0.121895375577296,0.223671476456561,0.841156014149505,0.135824543289308,0.725138486954152,0.643321601490224,0.283721518063472,0.762188108697022,0.104552407353667,0.0940384242889438,0.172928193005988,0.563469071599661,0.495117398751861,0.0572322912034862,0.0525317904240243,0.894528503689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 019,5,5,6,5,6,5,12.7992761153987,13.104342659458,13.1773281994954,13.5435441603047,13.6114934030878,13.6172946761164,-0.305066544059319,-0.378052084096723,-0.744268044906077,-0.812217287689183,-0.818018560717721,-0.0729855400374042,-0.439201500846758,-0.507150743629865,-0.512952016658403,-0.366215960809354,-0.43416520359246,-0.439966476620999,-0.0679492427831061,-0.0737505158116445,-0.00580127302853839,0.632312997637578,0.53632331311079,0.248198168281892,0.189792077047376,0.205584374704107,0.904630853634691,0.491947244848441,0.40818038489902,0.422971389734738,0.549066683253764,0.4571270778264,0.472319091410287,0.911181797958371,0.907719034969735,0.992400475613117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 020,5,6,6,6,6,5,15.0134107446101,15.1750985150985,15.1254644777397,15.2648798230822,15.1082479354515,15.1812281829113,-0.161687770488465,-0.112053733129647,-0.251469078472171,-0.0948371908414511,-0.167817438301274,0.0496340373588176,-0.0897813079837064,0.0668505796470136,-0.0061296678128091,-0.139415345342524,0.017216542288196,-0.0557637051716267,0.15663188763072,0.0836516401708973,-0.0729802474598227,0.258310129183799,0.430641533886026,0.0835254889487567,0.504090269067547,0.261242244427338,0.713064985597118,0.507100377314239,0.620734634545857,0.965419258616488,0.305651600866614,0.898389198940808,0.693684610856798,0.250938384725737,0.555324769019162,0.606590785340557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 021,5,6,6,6,6,5,15.100058033318,15.4802186487029,15.1204508171992,15.7537349725135,14.9453355960414,15.3015751160014,-0.380160615384868,-0.0203927838812259,-0.653676939195512,0.154722437276629,-0.201517082683358,0.359767831503643,-0.273516323810643,0.534883052661497,0.178643532701511,-0.633284155314286,0.175115221157855,-0.181124298802132,0.80839937647214,0.452159856512154,-0.356239519959987,0.252855739902938,0.950508036043995,0.054437324895996,0.638356892554231,0.558254593142097,0.256326605036194,0.385825873752948,0.0959472487364879,0.587610710910163,0.0509076912355692,0.577218028487476,0.582462316250358,0.0145851917439476,0.175899170471425,0.283262670426841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unknown 022,5,6,6,6,6,5,13.4995256212847,13.7135784723481,13.3837165069578,13.5396352516424,13.9283365318987,13.574502620288,-0.214052851063395,0.115809114326858,-0.0401096303576836,-0.428810910614047,-0.0749769990033524,0.329861965390252,0.173943220705711,-0.214758059550652,0.139075852060042,-0.155918744684541,-0.544620024940905,-0.19078611333021,-0.388701280256363,-0.0348673686456689,0.353833911610694,0.576914664922545,0.762315304284158,0.916514733130483,0.267715255761661,0.851216771127574,0.369370095270187,0.634180328730001,0.557285435574519,0.716551647905195,0.669587701691728,0.143177044704856,0.618805927250126,0.29150796650821,0.927391919403926,0.358737653536445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 023,5,6,6,6,6,5,18.5069808628251,18.5880933782606,18.3893991090168,18.423511465878,18.4896744635317,18.7000185778887,-0.0811125154355885,0.117581753808302,0.0834693969470699,0.0173063992933855,-0.19303771506361,0.198694269243891,0.164581912382658,0.098418914728974,-0.111925199628022,-0.0341123568612325,-0.100275354514917,-0.310619468871913,-0.0661629976536844,-0.27650711201068,-0.210344114356996,0.74540868679713,0.638215884432129,0.738292598079069,0.94471740427275,0.461175717735067,0.406650481122795,0.491024380731056,0.679633189762564,0.654399384936424,0.886029926425154,0.673953272578225,0.219573632955716,0.781124704476385,0.273122127259667,0.402324561620434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 024,5,6,6,6,6,5,14.0693942909134,14.1384740809137,14.2164775855921,14.2066535363519,14.150284594273,13.9957533834179,-0.0690797900002948,-0.14708329467874,-0.137259245438528,-0.0808903033595847,0.0736409074954931,-0.0780035046784455,-0.0681794554382336,-0.0118105133592898,0.142720697495788,0.00982404924021196,0.0661929913191557,0.220724202174233,0.0563689420789437,0.210900152934022,0.154531210855078,0.681614865967509,0.384915846736706,0.417049181121353,0.631134025566376,0.67543327189342,0.627270904768034,0.671105973897502,0.941269661202236,0.398983958496059,0.951133435494932,0.680121559634175,0.196000634495452,0.725397416333749,0.216057139421735,0.361647488263004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 025,5,6,6,6,6,5,14.0324798523832,14.5244892370982,14.3026038678092,14.7856311424211,14.525076723725,13.8567650950286,-0.492009384715054,-0.270124015426084,-0.7531512900379,-0.492596871341854,0.175714757354573,0.22188536928897,-0.261141905322846,-0.000587486626800526,0.667724142069627,-0.483027274611816,-0.22247285591577,0.445838772780657,0.260554418696046,0.928866047392473,0.668311628696427,0.15645785149874,0.430736723144906,0.0340080930567904,0.155981351341644,0.62242528446633,0.496635252786931,0.424414778188205,0.998557860413663,0.05805063587248,0.144961178478574,0.495505643383347,0.197671827588656,0.425445761049149,0.0103428647204027,0.0578439346995158,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Unknown 026,5,6,6,6,6,5,12.723036621381,13.094942479382,12.0071397802298,13.0876682313091,11.6705717394104,11.8552348337702,-0.371905858000991,0.715896841151217,-0.364631609928063,1.05246488197058,0.867801787610777,1.08780269915221,0.0072742480729282,1.42437073997157,1.23970764561177,-1.08052845107928,0.33656804081936,0.15190494645956,1.41709649189864,1.23243339753884,-0.1846630943598,0.407800795235841,0.116932552659413,0.416921914200201,0.02445510297152,0.0709023159460464,0.0154863673545444,0.986367327022841,0.00217400486060357,0.00912435125940042,0.0161193551228422,0.431773513179801,0.733964360056642,0.00227255984412786,0.00949255791196956,0.679650215046915,0,0,0,1,0,1,0,1,1,-1,0,0,1,1,0
Unknown 027,5,6,6,6,6,5,14.7184857896035,13.7997215122064,12.7625022334192,14.2665118632923,14.2397194778922,13.2753407959102,0.918764277397058,1.95598355618428,0.451973926311137,0.478766311711258,1.44314499369326,1.03721927878722,-0.466790351085921,-0.4399979656858,0.524380716296205,-1.50400962987314,-1.47721724447302,-0.512838562491012,0.0267923854001211,0.991171067382126,0.964378681982005,0.0477250207123901,0.000139460626034496,0.317100989653939,0.28979068935512,0.00422884957193601,0.0207157698281509,0.279260349983892,0.307220231560436,0.247219914771657,0.00136567933848959,0.00161065813251555,0.257530328456943,0.94995363352213,0.0336603615489639,0.0383599145842468,1,1,0,0,1,1,0,0,0,-1,-1,0,0,1,1
Unknown 028,5,6,6,6,6,5,15.5437536260779,15.7879468885218,15.6420002924869,15.6253020340558,15.4873321355224,15.7152542855739,-0.244193262443902,-0.0982466664090484,-0.0815484079778823,0.0564214905555076,-0.171500659496036,0.145946596034854,0.16264485446602,0.30061475299941,0.0726926029478658,0.0166982584311661,0.154668156964556,-0.073253993086988,0.13796989853339,-0.0899522515181541,-0.227922150051544,0.312490839316793,0.68215741740953,0.733797640232675,0.813882065542983,0.494871882215346,0.524342328666631,0.478396986637041,0.194898739345046,0.76172802326139,0.941720148966245,0.500051227627666,0.759947238733561,0.547105366388385,0.70763117924478,0.345260651981312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 029,5,6,6,6,6,5,13.7529066194937,13.4316493709711,13.6946236939506,13.6671588174808,13.7147703042755,13.8864501404692,0.321257248522679,0.0582829255431232,0.0857478020129019,0.0381363152182868,-0.133543520975453,-0.262974322979556,-0.235509446509777,-0.283120933304392,-0.454800769498132,0.0274648764697787,-0.0201466103248364,-0.191826446518576,-0.0476114867946151,-0.219291322988354,-0.171679836193739,0.0660749456928345,0.731192401815375,0.613699009118426,0.822036727243942,0.452894111443894,0.111765049721698,0.152560264057513,0.0879830207429362,0.0114181858075948,0.865068067941448,0.900790363441541,0.263105296191882,0.768437038568342,0.202326504073301,0.315480456878775,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
Unknown 030,5,6,6,6,6,5,12.9916651539083,14.2494749753529,13.912718315065,13.9677526454177,13.8584073036951,13.2971430008256,-1.25780982144461,-0.921053161156744,-0.976087491509398,-0.866742149786804,-0.305477846917261,0.336756660287863,0.281722329935208,0.391067671657803,0.952331974527345,-0.0550343303526546,0.0543110113699399,0.615575314239482,0.109345341722594,0.670609644592137,0.561264302869542,0.00121917753162685,0.0135565252362502,0.0093223691002617,0.0194361592142833,0.409827124940494,0.320933100530362,0.405099991414363,0.250516603560589,0.010969880723766,0.870026397144021,0.871718947238238,0.0891411068331436,0.745281485090881,0.065290361135633,0.119556876918551,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0
